_id,_labels,Ensembl,diseaseID,drugID,gene_count,id,name,ncbiID,source,subcellular_loc,_start,_end,_type,score,source.1,type,atcClassification,class,uniprotID
,,,,,,,,,,,27130,26850,interacts_with,0.699,STRING,interacts_with,,,
,,,,,,,,,,,27130,26850,interacts_with,0.626,STRING,interacts_with,,,
,,,,,,,,,,,27130,26850,interacts_with,0.407,STRING,interacts_with,,,
,,,,,,,,,,,27130,26850,interacts_with,0.415,STRING,interacts_with,,,
,,,,,,,,,,,27130,26850,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,26850,interacts_with,0.516,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.594,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.493,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.609,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.752,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.776,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.402,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.647,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.762,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.631,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.587,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.541,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.676,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.713,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.409,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.584,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.407,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.529,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.839,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.45,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.426,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.568,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.446,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.666,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.558,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.492,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.797,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.455,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.531,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.485,STRING,interacts_with,,,
,,,,,,,,,,,27130,22689,interacts_with,0.518,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.72,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.42,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.537,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.449,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.467,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.422,STRING,interacts_with,,,
,,,,,,,,,,,27130,18904,interacts_with,0.465,STRING,interacts_with,,,
,,,,,,,,,,,27130,26243,interacts_with,0.418,STRING,interacts_with,,,
,,,,,,,,,,,27130,26243,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,26243,interacts_with,0.439,STRING,interacts_with,,,
,,,,,,,,,,,27130,26243,interacts_with,0.472,STRING,interacts_with,,,
,,,,,,,,,,,27130,26243,interacts_with,0.41,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.509,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.425,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.519,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.476,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.55,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.466,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.439,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.462,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.802,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.677,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.869,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.493,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.616,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.635,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.761,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.628,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.448,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.568,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.421,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.535,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.667,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.655,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.588,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.913,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.548,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.411,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.563,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.605,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.415,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.43,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.468,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.924,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.952,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.814,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.531,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.91,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.773,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.542,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.583,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.804,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.579,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.572,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.464,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.436,STRING,interacts_with,,,
,,,,,,,,,,,27130,15341,interacts_with,0.491,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.811,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.462,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.825,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.901,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.947,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.408,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.776,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.849,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.539,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.984,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.778,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.636,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.914,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.469,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.503,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.833,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.46,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.866,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.525,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.92,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.427,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.8,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.977,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.713,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.429,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.576,STRING,interacts_with,,,
,,,,,,,,,,,27130,16586,interacts_with,0.52,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.703,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.544,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.491,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.422,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.416,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.43,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.942,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.988,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.962,STRING,interacts_with,,,
,,,,,,,,,,,27130,24506,interacts_with,0.718,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.531,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.536,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.501,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.475,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.486,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.561,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.522,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.546,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.492,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.639,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.47,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.439,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.516,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.519,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.925,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.405,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.539,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.682,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.57,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.517,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.58,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.402,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.508,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.835,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.438,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.568,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.433,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.744,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.448,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.415,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.515,STRING,interacts_with,,,
,,,,,,,,,,,27130,20557,interacts_with,0.661,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.473,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.698,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.406,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.503,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.498,STRING,interacts_with,,,
,,,,,,,,,,,27130,14292,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.764,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.536,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.423,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.701,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.496,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.667,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.451,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.504,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.849,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.736,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.692,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.815,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.478,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.819,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.573,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.52,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.443,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.583,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.408,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.547,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.514,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.745,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.994,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.918,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.435,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.684,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.445,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.584,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.436,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.59,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.851,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.629,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.46,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.49,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.742,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.452,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.503,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.499,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.47,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.44,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.457,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.468,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.418,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.545,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.471,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.494,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.417,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.807,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.477,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.751,STRING,interacts_with,,,
,,,,,,,,,,,27130,25002,interacts_with,0.431,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.978,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.477,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.494,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.704,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.419,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.49,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.409,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.918,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.538,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.714,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.985,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.999,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.81,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.867,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.522,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.892,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.458,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.998,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.929,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.432,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.417,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.742,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.737,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.51,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.431,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.445,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.71,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.639,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.65,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.487,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.42,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.438,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.815,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.611,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.965,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.628,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.827,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.729,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.416,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.412,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.533,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.631,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.413,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.586,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.41,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.463,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.469,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.997,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.465,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.401,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.516,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.593,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.552,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.98,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.914,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.769,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.472,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.507,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.931,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.546,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.47,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.928,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.814,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.588,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.486,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.856,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.682,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.476,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.796,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.497,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.404,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.452,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.473,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.575,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.403,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.558,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.485,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.449,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.578,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.433,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.442,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.594,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.4,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.613,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.584,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,16499,interacts_with,0.426,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.594,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.621,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.725,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.576,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.482,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.573,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.434,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.422,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.447,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.561,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.627,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.632,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.766,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.807,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.444,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.564,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.708,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.402,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.58,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.689,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.513,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.546,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.601,STRING,interacts_with,,,
,,,,,,,,,,,27130,22043,interacts_with,0.71,STRING,interacts_with,,,
