_id,_labels,Ensembl,diseaseID,drugID,gene_count,id,name,ncbiID,source,subcellular_loc,_start,_end,_type,score,source.1,type,atcClassification,class,uniprotID
14209,:Disease,,C0559470,,,C0559470,Allergy to peanuts,,DisGeNET,,,,,,,,,,
14210,:Disease,,C0242339,,,C0242339,Dyslipidemias,,DisGeNET,,,,,,,,,,
14211,:Disease,,C0598784,,,C0598784,Dyslipoproteinemias,,DisGeNET,,,,,,,,,,
14212,:Disease,,C0005683,,,C0005683,Urinary Bladder Calculi (disorder),,DisGeNET,,,,,,,,,,
14213,:Disease,,C0021368,,,C0021368,Inflammation,,DisGeNET,,,,,,,,,,
14214,:Disease,,C0037116,,,C0037116,Silicosis,,DisGeNET,,,,,,,,,,
14215,:Disease,,C0236811,,,C0236811,Chronobiology Disorders,,DisGeNET,,,,,,,,,,
14216,:Disease,,C0813142,,,C0813142,Circadian Rhythm Disorders,,DisGeNET,,,,,,,,,,
14217,:Disease,,C0887800,,,C0887800,Psychogenic Inversion of Circadian Rhythm,,DisGeNET,,,,,,,,,,
14218,:Disease,,C0700501,,,C0700501,Congenital nystagmus,,DisGeNET,,,,,,,,,,
14219,:Disease,,C2673809,,,C2673809,Infantile nystagmus,,DisGeNET,,,,,,,,,,
14220,:Disease,,C0032285,,,C0032285,Pneumonia,,DisGeNET,,,,,,,,,,
14221,:Disease,,C0032300,,,C0032300,Lobar Pneumonia,,DisGeNET,,,,,,,,,,
14222,:Disease,,C0242706,,,C0242706,Hyperoxia,,DisGeNET,,,,,,,,,,
14223,:Disease,,C0887898,,,C0887898,Experimental Lung Inflammation,,DisGeNET,,,,,,,,,,
14224,:Disease,,C3714636,,,C3714636,Pneumonitis,,DisGeNET,,,,,,,,,,
14225,:Disease,,C0004943,,,C0004943,Behcet Syndrome,,DisGeNET,,,,,,,,,,
14226,:Disease,,C0028043,,,C0028043,Nicotine Dependence,,DisGeNET,,,,,,,,,,
14227,:Disease,,C0040332,,,C0040332,Tobacco Dependence,,DisGeNET,,,,,,,,,,
14228,:Disease,,C0042373,,,C0042373,Vascular Diseases,,DisGeNET,,,,,,,,,,
14229,:Disease,,C0376384,,,C0376384,Nicotine Use Disorder,,DisGeNET,,,,,,,,,,
14230,:Disease,,C0011616,,,C0011616,Contact Dermatitis,,DisGeNET,,,,,,,,,,
14231,:Disease,,C0162351,,,C0162351,Contact hypersensitivity,,DisGeNET,,,,,,,,,,
14232,:Disease,,C0021655,,,C0021655,Insulin Resistance,,DisGeNET,,,,,,,,,,
14233,:Disease,,C0920563,,,C0920563,Insulin Sensitivity,,DisGeNET,,,,,,,,,,
14234,:Disease,,C0025517,,,C0025517,Metabolic Diseases,,DisGeNET,,,,,,,,,,
14235,:Disease,,C0027540,,,C0027540,Necrosis,,DisGeNET,,,,,,,,,,
14236,:Disease,,C0273115,,,C0273115,Lung Injury,,DisGeNET,,,,,,,,,,
14237,:Disease,,C2350344,,,C2350344,Chronic Lung Injury,,DisGeNET,,,,,,,,,,
14238,:Disease,,C0000786,,,C0000786,Spontaneous abortion,,DisGeNET,,,,,,,,,,
14239,:Disease,,C0000822,,,C0000822,"Abortion, Tubal",,DisGeNET,,,,,,,,,,
14240,:Disease,,C3830362,,,C3830362,Early Pregnancy Loss,,DisGeNET,,,,,,,,,,
14241,:Disease,,C4552766,,,C4552766,Miscarriage,,DisGeNET,,,,,,,,,,
14242,:Disease,,C0043094,,,C0043094,Weight Gain,,DisGeNET,,,,,,,,,,
14243,:Disease,,C0005612,,,C0005612,Birth Weight,,DisGeNET,,,,,,,,,,
14244,:Disease,,C0009319,,,C0009319,Colitis,,DisGeNET,,,,,,,,,,
14245,:Disease,,C0162834,,,C0162834,Hyperpigmentation,,DisGeNET,,,,,,,,,,
14246,:Disease,,C0023890,,,C0023890,Liver Cirrhosis,,DisGeNET,,,,,,,,,,
14247,:Disease,,C0239946,,,C0239946,"Fibrosis, Liver",,DisGeNET,,,,,,,,,,
14248,:Disease,,C0400966,,,C0400966,Non-alcoholic Fatty Liver Disease,,DisGeNET,,,,,,,,,,
14249,:Disease,,C3241937,,,C3241937,Nonalcoholic Steatohepatitis,,DisGeNET,,,,,,,,,,
14250,:Disease,,C0035334,,,C0035334,Retinitis Pigmentosa,,DisGeNET,,,,,,,,,,
14251,:Disease,,C0038002,,,C0038002,Splenomegaly,,DisGeNET,,,,,,,,,,
14252,:Disease,,C0027659,,,C0027659,"Neoplasms, Experimental",,DisGeNET,,,,,,,,,,
14289,:Drug,,,DB06083,,CHEMBL259571,TAPINAROF,,OpenTargets,,,,,,,,Drug,,
14290,:Protein,ENSG00000063438,,,,ENSG00000063438,AHRR,57491,BridgeDB,,,,,,,,,,
14292,:Protein,ENSG00000106305,,,,ENSG00000106305,AIMP2,7965,BridgeDB,,,,,,,,,,
14293,:Disease,,C0037769,,,C0037769,West Syndrome,,DisGeNET,,,,,,,,,,
14294,:Disease,,C0543888,,,C0543888,Epileptic encephalopathy,,DisGeNET,,,,,,,,,,
14295,:Disease,,C4693912,,,C4693912,"LEUKODYSTROPHY, HYPOMYELINATING, 17",,DisGeNET,,,,,,,,,,
14306,:Protein,ENSG00000129221,,,,ENSG00000129221,AIPL1,23746,BridgeDB,,,,,,,,,,
14307,:Disease,,C1858386,,,C1858386,Leber Congenital Amaurosis 4,,DisGeNET,,,,,,,,,,
14308,:Disease,,C3489532,,,C3489532,Cone-Rod Dystrophy 2,,DisGeNET,,,,,,,,,,
14309,:Disease,,C0015397,,,C0015397,Disorder of eye,,DisGeNET,,,,,,,,,,
14310,:Disease,,C4085590,,,C4085590,Cone-Rod Dystrophies,,DisGeNET,,,,,,,,,,
14311,:Disease,,C0339527,,,C0339527,Leber Congenital Amaurosis,,DisGeNET,,,,,,,,,,
14312,:Disease,,C2751763,,,C2751763,"Retinitis Pigmentosa, Juvenile, Aipl1-Related",,DisGeNET,,,,,,,,,,
14313,:Disease,,C2751764,,,C2751764,"CONE-ROD DYSTROPHY, AIPL1-RELATED (disorder)",,DisGeNET,,,,,,,,,,
14314,:Disease,,C4277690,,,C4277690,Ciliopathies,,DisGeNET,,,,,,,,,,
14333,:Protein,ENSG00000106992,,,,ENSG00000106992,AK1,203,BridgeDB,,,,,,,,,,
14334,:Disease,,C2675459,,,C2675459,"Adenylate Kinase Deficiency, Hemolytic Anemia Due To",,DisGeNET,,,,,,,,,,
14335,:Disease,,C0151744,,,C0151744,Myocardial Ischemia,,DisGeNET,,,,,,,,,,
14336,:Disease,,C0334634,,,C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",,DisGeNET,,,,,,,,,,
14337,:Disease,,C0751958,,,C0751958,"Lymphoma, Lymphocytic, Intermediate",,DisGeNET,,,,,,,,,,
14356,:Protein,ENSG00000140057,,,,ENSG00000140057,AK7,122481,BridgeDB,,,,,,,,,,
14357,:Disease,,C4693784,,,C4693784,SPERMATOGENIC FAILURE 27,,DisGeNET,,,,,,,,,,
14365,:Protein,ENSG00000085662,,,,ENSG00000085662,AKR1B1,231,BridgeDB,,,,,,,,,,
14366,:Disease,,C0086543,,,C0086543,Cataract,,DisGeNET,,,,,,,,,,
14367,:Disease,,C0524524,,,C0524524,Pseudoaphakia,,DisGeNET,,,,,,,,,,
14368,:Disease,,C1510497,,,C1510497,Lens Opacities,,DisGeNET,,,,,,,,,,
14369,:Disease,,C0014170,,,C0014170,Endometrial Neoplasms,,DisGeNET,,,,,,,,,,
14370,:Disease,,C0476089,,,C0476089,Endometrial Carcinoma,,DisGeNET,,,,,,,,,,
14371,:Disease,,C0035222,,,C0035222,"Respiratory Distress Syndrome, Adult",,DisGeNET,,,,,,,,,,
14372,:Disease,,C0342257,,,C0342257,Complications of Diabetes Mellitus,,DisGeNET,,,,,,,,,,
14373,:Disease,,C0014175,,,C0014175,Endometriosis,,DisGeNET,,,,,,,,,,
14374,:Disease,,C0269102,,,C0269102,Endometrioma,,DisGeNET,,,,,,,,,,
14400,:Drug,,,DB15293,,CHEMBL56337,EPALRESTAT,,OpenTargets,,,,,,,,Drug,,
14401,:Drug,,,DB02383,,CHEMBL436,TOLRESTAT,,OpenTargets,,,,,,,,"A10XA01,A10XA,A10X,A10,A,Drug",,
14402,:Drug,,,DB02712,,CHEMBL266497,SORBINIL,,OpenTargets,,,,,,,,Drug,,
14407,:Protein,ENSG00000151632,,,,ENSG00000151632,AKR1C2,1646,BridgeDB,,,,,,,,,,
14408,:Disease,,C0007621,,,C0007621,Neoplastic Cell Transformation,,DisGeNET,,,,,,,,,,
14409,:Disease,,C1839840,,,C1839840,"MALE PSEUDOHERMAPHRODITISM: DEFICIENCY OF TESTICULAR 17,20-DESMOLASE",,DisGeNET,,,,,,,,,,
14410,:Disease,,C0032460,,,C0032460,Polycystic Ovary Syndrome,,DisGeNET,,,,,,,,,,
14411,:Disease,,C1136382,,,C1136382,Sclerocystic Ovaries,,DisGeNET,,,,,,,,,,
14412,:Disease,,C0019269,,,C0019269,Hermaphroditism,,DisGeNET,,,,,,,,,,
14413,:Disease,,C0027661,,,C0027661,"Neoplasms, Hormone-Dependent",,DisGeNET,,,,,,,,,,
14414,:Disease,,C0033804,,,C0033804,Pseudohermaphroditism,,DisGeNET,,,,,,,,,,
14415,:Disease,,C0036875,,,C0036875,Disorders of Sex Development,,DisGeNET,,,,,,,,,,
14416,:Disease,,C0266362,,,C0266362,Ambiguous Genitalia,,DisGeNET,,,,,,,,,,
14417,:Disease,,C2930618,,,C2930618,Intersex Conditions,,DisGeNET,,,,,,,,,,
14418,:Disease,,C2930619,,,C2930619,Sex Differentiation Disorders,,DisGeNET,,,,,,,,,,
14419,:Disease,,C3151303,,,C3151303,"Obesity, Hyperphagia, and Developmental Delay",,DisGeNET,,,,,,,,,,
14440,:Protein,ENSG00000196139,,,,ENSG00000196139,AKR1C3,8644,BridgeDB,,,,,,,,,,
14441,:Disease,,C0564408,,,C0564408,Manic mood,,DisGeNET,,,,,,,,,,
14442,:Disease,,C3658266,,,C3658266,"Prostatic Cancer, Castration-Resistant",,DisGeNET,,,,,,,,,,
14443,:Disease,,C3658267,,,C3658267,"Prostatic Neoplasms, Castration-Resistant",,DisGeNET,,,,,,,,,,
14473,:Protein,ENSG00000122787,,,,ENSG00000122787,AKR1D1,6718,BridgeDB,,,,,,,,,,
14474,:Disease,,C1856127,,,C1856127,"Bile acid synthesis defect, congenital, 2",,DisGeNET,,,,,,,,,,
14475,:Disease,,C0018995,,,C0018995,Hemochromatosis,,DisGeNET,,,,,,,,,,
14476,:Disease,,C0392514,,,C0392514,Hereditary hemochromatosis,,DisGeNET,,,,,,,,,,
14477,:Disease,,C0008370,,,C0008370,Cholestasis,,DisGeNET,,,,,,,,,,
14478,:Disease,,C0085605,,,C0085605,Liver Failure,,DisGeNET,,,,,,,,,,
14487,:Protein,ENSG00000136010,,,,ENSG00000136010,ALDH1L2,160428,BridgeDB,,,,,,,,,,
14498,:Protein,ENSG00000151360,,,,ENSG00000151360,ALLC,55821,BridgeDB,,,,,,,,,,
14507,:Protein,ENSG00000078053,,,,ENSG00000078053,AMPH,273,BridgeDB,,,,,,,,,,
14519,:Protein,ENSG00000141552,,,,ENSG00000141552,ANAPC11,51529,BridgeDB,,,,,,,,,,
14552,:Protein,ENSG00000091879,,,,ENSG00000091879,ANGPT2,285,BridgeDB,,,,,,,,,,
14553,:Disease,,C0018923,,,C0018923,Hemangiosarcoma,,DisGeNET,,,,,,,,,,
14576,:Protein,ENSG00000167772,,,,ENSG00000167772,ANGPTL4,51129,BridgeDB,,,,,,,,,,
14577,:Disease,,C0024232,,,C0024232,Lymphatic Metastasis,,DisGeNET,,,,,,,,,,
14578,:Disease,,C0010054,,,C0010054,Coronary Arteriosclerosis,,DisGeNET,,,,,,,,,,
14579,:Disease,,C1956346,,,C1956346,Coronary Artery Disease,,DisGeNET,,,,,,,,,,
14580,:Disease,,C0015695,,,C0015695,Fatty Liver,,DisGeNET,,,,,,,,,,
14581,:Disease,,C0020557,,,C0020557,Hypertriglyceridemia,,DisGeNET,,,,,,,,,,
14582,:Disease,,C2711227,,,C2711227,Steatohepatitis,,DisGeNET,,,,,,,,,,
14592,:Protein,ENSG00000187151,,,,ENSG00000187151,ANGPTL5,253935,BridgeDB,,,,,,,,,,
14593,:Protein,ENSG00000171819,,,,ENSG00000171819,ANGPTL7,10218,BridgeDB,,,,,,,,,,
14597,:Protein,ENSG00000206192,,,,ENSG00000206192,ANKRD20A9P,,BridgeDB,,,,,,,,,,
14599,:Protein,ENSG00000164236,,,,ENSG00000164236,ANKRD33B,651746,BridgeDB,,,,,,,,,,
14600,:Protein,ENSG00000183831,,,,ENSG00000183831,ANKRD45,339416,BridgeDB,,,,,,,,,,
14609,:Protein,ENSG00000106013,,,,ENSG00000106013,ANKRD7,56311,BridgeDB,,,,,,,,,,
14613,:Protein,ENSG00000175311,,,,ENSG00000175311,ANKS4B,257629,BridgeDB,,,,,,,,,,
14619,:Protein,ENSG00000206199,,,,ENSG00000206199,ANKUB1,389161,BridgeDB,,,,,,,,,,
14620,:Protein,ENSG00000169604,,,,ENSG00000169604,ANTXR1,84168,BridgeDB,,,,,,,,,,
14621,:Disease,,C1865871,,,C1865871,"HEMANGIOMA, CAPILLARY INFANTILE",,DisGeNET,,,,,,,,,,
14622,:Disease,,C0406723,,,C0406723,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy",,DisGeNET,,,,,,,,,,
14632,:Protein,ENSG00000135046,,,,ENSG00000135046,ANXA1,301,BridgeDB,,,,,,,,,,
14633,:Disease,,C0024667,,,C0024667,Animal Mammary Neoplasms,,DisGeNET,,,,,,,,,,
14634,:Disease,,C1257925,,,C1257925,"Mammary Carcinoma, Animal",,DisGeNET,,,,,,,,,,
14635,:Disease,,C0026640,,,C0026640,Mouth Neoplasms,,DisGeNET,,,,,,,,,,
14636,:Disease,,C0153381,,,C0153381,Malignant neoplasm of mouth,,DisGeNET,,,,,,,,,,
14637,:Disease,,C0038354,,,C0038354,Stomach Diseases,,DisGeNET,,,,,,,,,,
14638,:Disease,,C0376634,,,C0376634,Craniofacial Abnormalities,,DisGeNET,,,,,,,,,,
14639,:Disease,,C0022658,,,C0022658,Kidney Diseases,,DisGeNET,,,,,,,,,,
14640,:Disease,,C0279626,,,C0279626,Squamous cell carcinoma of esophagus,,DisGeNET,,,,,,,,,,
14707,:Protein,ENSG00000138356,,,,ENSG00000138356,AOX1,316,BridgeDB,,,,,,,,,,
14716,:Protein,ENSG00000234479,,,,ENSG00000234479,AP1B1P1,,BridgeDB,,,,,,,,,,
14717,:Protein,ENSG00000152056,,,,ENSG00000152056,AP1S3,130340,BridgeDB,,,,,,,,,,
14718,:Disease,,C0030246,,,C0030246,Pustulosis of Palms and Soles,,DisGeNET,,,,,,,,,,
14719,:Disease,,C0343055,,,C0343055,Generalized pustular psoriasis,,DisGeNET,,,,,,,,,,
14720,:Disease,,C0392439,,,C0392439,Acrodermatitis continua of Hallopeau,,DisGeNET,,,,,,,,,,
14721,:Disease,,C4015235,,,C4015235,"PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO",,DisGeNET,,,,,,,,,,
14722,:Disease,,C0033860,,,C0033860,Psoriasis,,DisGeNET,,,,,,,,,,
14723,:Disease,,C3860213,,,C3860213,Autoinflammatory disorder,,DisGeNET,,,,,,,,,,
14737,:Protein,ENSG00000149089,,,,ENSG00000149089,APIP,51074,BridgeDB,,,,,,,,,,
14746,:Protein,ENSG00000111701,,,,ENSG00000111701,APOBEC1,339,BridgeDB,,,,,,,,,,
14770,:Protein,ENSG00000124701,,,,ENSG00000124701,APOBEC2,10930,BridgeDB,,,,,,,,,,
14771,:Protein,ENSG00000243811,,,,ENSG00000243811,APOBEC3D,140564,BridgeDB,,,,,,,,,,
14778,:Protein,ENSG00000100298,,,,ENSG00000100298,APOBEC3H,164668,BridgeDB,,,,,,,,,,
14791,:Protein,ENSG00000267467,,,,ENSG00000267467,APOC4,346,BridgeDB,,,,,,,,,,
14798,:Protein,ENSG00000224916,,,,ENSG00000224916,APOC4-APOC2,,BridgeDB,,,,,,,,,,
14799,:Protein,ENSG00000175336,,,,ENSG00000175336,APOF,319,BridgeDB,,,,,,,,,,
14805,:Protein,ENSG00000100336,,,,ENSG00000100336,APOL4,80832,BridgeDB,,,,,,,,,,
14808,:Protein,ENSG00000047365,,,,ENSG00000047365,ARAP2,116984,BridgeDB,,,,,,,,,,
14815,:Protein,ENSG00000198576,,,,ENSG00000198576,ARC,23237,BridgeDB,,,,,,,,,,
14816,:Disease,,C0009171,,,C0009171,Cocaine Abuse,,DisGeNET,,,,,,,,,,
14817,:Disease,,C0236736,,,C0236736,Cocaine-Related Disorders,,DisGeNET,,,,,,,,,,
14818,:Disease,,C0600427,,,C0600427,Cocaine Dependence,,DisGeNET,,,,,,,,,,
14819,:Disease,,C0026650,,,C0026650,Movement Disorders,,DisGeNET,,,,,,,,,,
14820,:Disease,,C0266487,,,C0266487,Etat Marbre,,DisGeNET,,,,,,,,,,
14852,:Protein,ENSG00000198826,,,,ENSG00000198826,ARHGAP11A,9824,BridgeDB,,,,,,,,,,
14856,:Protein,ENSG00000231729,,,,ENSG00000231729,ARHGEF9-IT1,100874355,BridgeDB,,,,,,,,,,
14857,:Protein,ENSG00000150347,,,,ENSG00000150347,ARID5B,84159,BridgeDB,,,,,,,,,,
14858,:Disease,,C0018213,,,C0018213,Graves Disease,,DisGeNET,,,,,,,,,,
14859,:Disease,,C0010606,,,C0010606,Adenoid Cystic Carcinoma,,DisGeNET,,,,,,,,,,
14882,:Protein,ENSG00000213465,,,,ENSG00000213465,ARL2,402,BridgeDB,,,,,,,,,,
14903,:Protein,ENSG00000273003,,,,ENSG00000273003,ARL2-SNX15,,BridgeDB,,,,,,,,,,
14904,:Protein,ENSG00000170540,,,,ENSG00000170540,ARL6IP1,23204,BridgeDB,,,,,,,,,,
14905,:Disease,,C3810294,,,C3810294,"SPASTIC PARAPLEGIA 61, AUTOSOMAL RECESSIVE",,DisGeNET,,,,,,,,,,
14906,:Disease,,C0037772,,,C0037772,Spastic Paraplegia,,DisGeNET,,,,,,,,,,
14916,:Protein,ENSG00000177917,,,,ENSG00000177917,ARL6IP6,151188,BridgeDB,,,,,,,,,,
14917,:Disease,,C0345419,,,C0345419,Cutis marmorata telangiectatica congenita,,DisGeNET,,,,,,,,,,
14920,:Protein,ENSG00000135931,,,,ENSG00000135931,ARMC9,80210,BridgeDB,,,,,,,,,,
14921,:Disease,,C0431399,,,C0431399,Familial aplasia of the vermis,,DisGeNET,,,,,,,,,,
14922,:Disease,,C3714756,,,C3714756,Intellectual Disability,,DisGeNET,,,,,,,,,,
14923,:Disease,,C4539937,,,C4539937,JOUBERT SYNDROME 30,,DisGeNET,,,,,,,,,,
14924,:Disease,,C4551568,,,C4551568,Joubert syndrome 1,,DisGeNET,,,,,,,,,,
14930,:Protein,ENSG00000196440,,,,ENSG00000196440,ARMCX4,100131755,BridgeDB,,,,,,,,,,
14936,:Protein,ENSG00000029153,,,,ENSG00000029153,ARNTL2,56938,BridgeDB,,,,,,,,,,
14937,:Disease,,C0085762,,,C0085762,Alcohol abuse,,DisGeNET,,,,,,,,,,
14944,:Protein,ENSG00000163466,,,,ENSG00000163466,ARPC2,10109,BridgeDB,,,,,,,,,,
14968,:Protein,ENSG00000136950,,,,ENSG00000136950,ARPC5L,81873,BridgeDB,,,,,,,,,,
14985,:Protein,ENSG00000205784,,,,ENSG00000205784,ARRDC5,645432,BridgeDB,,,,,,,,,,
14987,:Protein,ENSG00000180801,,,,ENSG00000180801,ARSJ,79642,BridgeDB,,,,,,,,,,
14992,:Protein,ENSG00000280543,,,,ENSG00000280543,ASAP1-IT2,100507117,BridgeDB,,,,,,,,,,
14993,:Protein,ENSG00000139352,,,,ENSG00000139352,ASCL1,429,BridgeDB,,,,,,,,,,
14994,:Disease,,C0242488,,,C0242488,Acute Lung Injury,,DisGeNET,,,,,,,,,,
14995,:Disease,,C0020796,,,C0020796,Profound Mental Retardation,,DisGeNET,,,,,,,,,,
14996,:Disease,,C0025363,,,C0025363,"Mental Retardation, Psychosocial",,DisGeNET,,,,,,,,,,
14997,:Disease,,C0917816,,,C0917816,Mental deficiency,,DisGeNET,,,,,,,,,,
14998,:Disease,,C0149925,,,C0149925,Small cell carcinoma of lung,,DisGeNET,,,,,,,,,,
14999,:Disease,,C1275808,,,C1275808,Congenital central hypoventilation,,DisGeNET,,,,,,,,,,
15000,:Disease,,C1859049,,,C1859049,CCHS WITH HIRSCHSPRUNG DISEASE,,DisGeNET,,,,,,,,,,
15055,:Protein,ENSG00000141431,,,,ENSG00000141431,ASXL3,80816,BridgeDB,,,,,,,,,,
15056,:Disease,,C3809650,,,C3809650,BAINBRIDGE-ROPERS SYNDROME,,DisGeNET,,,,,,,,,,
15057,:Disease,,C0079772,,,C0079772,T-Cell Lymphoma,,DisGeNET,,,,,,,,,,
15058,:Disease,,C1535926,,,C1535926,Neurodevelopmental Disorders,,DisGeNET,,,,,,,,,,
15063,:Protein,ENSG00000162772,,,,ENSG00000162772,ATF3,467,BridgeDB,,,,,,,,,,
15064,:Disease,,C0238281,,,C0238281,Middle Cerebral Artery Syndrome,,DisGeNET,,,,,,,,,,
15065,:Disease,,C0740376,,,C0740376,Middle Cerebral Artery Thrombosis,,DisGeNET,,,,,,,,,,
15066,:Disease,,C0740391,,,C0740391,Middle Cerebral Artery Occlusion,,DisGeNET,,,,,,,,,,
15067,:Disease,,C0740392,,,C0740392,"Infarction, Middle Cerebral Artery",,DisGeNET,,,,,,,,,,
15068,:Disease,,C0751845,,,C0751845,Middle Cerebral Artery Embolus,,DisGeNET,,,,,,,,,,
15069,:Disease,,C0751846,,,C0751846,Left Middle Cerebral Artery Infarction,,DisGeNET,,,,,,,,,,
15070,:Disease,,C0751847,,,C0751847,"Embolic Infarction, Middle Cerebral Artery",,DisGeNET,,,,,,,,,,
15071,:Disease,,C0751848,,,C0751848,"Thrombotic Infarction, Middle Cerebral Artery",,DisGeNET,,,,,,,,,,
15072,:Disease,,C0751849,,,C0751849,Right Middle Cerebral Artery Infarction,,DisGeNET,,,,,,,,,,
15073,:Disease,,C0919267,,,C0919267,ovarian neoplasm,,DisGeNET,,,,,,,,,,
15074,:Disease,,C1140680,,,C1140680,Malignant neoplasm of ovary,,DisGeNET,,,,,,,,,,
15075,:Disease,,C0002152,,,C0002152,Alloxan Diabetes,,DisGeNET,,,,,,,,,,
15076,:Disease,,C0011853,,,C0011853,"Diabetes Mellitus, Experimental",,DisGeNET,,,,,,,,,,
15077,:Disease,,C0011860,,,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",,DisGeNET,,,,,,,,,,
15078,:Disease,,C0038433,,,C0038433,Streptozotocin Diabetes,,DisGeNET,,,,,,,,,,
15079,:Disease,,C0848558,,,C0848558,Hypospadias,,DisGeNET,,,,,,,,,,
15080,:Disease,,C0021400,,,C0021400,Influenza,,DisGeNET,,,,,,,,,,
15081,:Disease,,C0033141,,,C0033141,"Cardiomyopathies, Primary",,DisGeNET,,,,,,,,,,
15082,:Disease,,C0036529,,,C0036529,"Myocardial Diseases, Secondary",,DisGeNET,,,,,,,,,,
15083,:Disease,,C0878544,,,C0878544,Cardiomyopathies,,DisGeNET,,,,,,,,,,
15095,:Protein,ENSG00000128272,,,,ENSG00000128272,ATF4,468,BridgeDB,,,,,,,,,,
15096,:Disease,,C0003129,,,C0003129,Anoxemia,,DisGeNET,,,,,,,,,,
15097,:Disease,,C0003130,,,C0003130,Anoxia,,DisGeNET,,,,,,,,,,
15098,:Disease,,C0021367,,,C0021367,Mammary Ductal Carcinoma,,DisGeNET,,,,,,,,,,
15099,:Disease,,C0242184,,,C0242184,Hypoxia,,DisGeNET,,,,,,,,,,
15100,:Disease,,C0700292,,,C0700292,Hypoxemia,,DisGeNET,,,,,,,,,,
15101,:Disease,,C1134719,,,C1134719,Invasive Ductal Breast Carcinoma,,DisGeNET,,,,,,,,,,
15148,:Protein,ENSG00000105409,,,,ENSG00000105409,ATP1A3,478,BridgeDB,,,,,,,,,,
15149,:Disease,,C0013421,,,C0013421,Dystonia,,DisGeNET,,,,,,,,,,
15150,:Disease,,C0242422,,,C0242422,Parkinsonian Disorders,,DisGeNET,,,,,,,,,,
15151,:Disease,,C0242423,,,C0242423,Ramsay Hunt Paralysis Syndrome,,DisGeNET,,,,,,,,,,
15152,:Disease,,C0393588,,,C0393588,"Dystonia, Paroxysmal",,DisGeNET,,,,,,,,,,
15153,:Disease,,C0393610,,,C0393610,"Dystonia, Diurnal",,DisGeNET,,,,,,,,,,
15154,:Disease,,C0751093,,,C0751093,"Dystonia, Limb",,DisGeNET,,,,,,,,,,
15155,:Disease,,C0752097,,,C0752097,Autosomal Dominant Juvenile Parkinson Disease,,DisGeNET,,,,,,,,,,
15156,:Disease,,C0752098,,,C0752098,Autosomal Dominant Parkinsonism,,DisGeNET,,,,,,,,,,
15157,:Disease,,C0752100,,,C0752100,Autosomal Recessive Parkinsonism,,DisGeNET,,,,,,,,,,
15158,:Disease,,C0752101,,,C0752101,"Parkinsonism, Experimental",,DisGeNET,,,,,,,,,,
15159,:Disease,,C0752104,,,C0752104,Familial Juvenile Parkinsonism,,DisGeNET,,,,,,,,,,
15160,:Disease,,C0752105,,,C0752105,"Parkinsonism, Juvenile",,DisGeNET,,,,,,,,,,
15161,:Disease,,C1868675,,,C1868675,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",,DisGeNET,,,,,,,,,,
15162,:Disease,,C1868681,,,C1868681,DYSTONIA 12,,DisGeNET,,,,,,,,,,
15163,:Disease,,C0018801,,,C0018801,Heart failure,,DisGeNET,,,,,,,,,,
15164,:Disease,,C0018802,,,C0018802,Congestive heart failure,,DisGeNET,,,,,,,,,,
15165,:Disease,,C0023212,,,C0023212,Left-Sided Heart Failure,,DisGeNET,,,,,,,,,,
15166,:Disease,,C0235527,,,C0235527,"Heart Failure, Right-Sided",,DisGeNET,,,,,,,,,,
15167,:Disease,,C0242698,,,C0242698,"Ventricular Dysfunction, Left",,DisGeNET,,,,,,,,,,
15168,:Disease,,C1959583,,,C1959583,Myocardial Failure,,DisGeNET,,,,,,,,,,
15169,:Disease,,C1961112,,,C1961112,Heart Decompensation,,DisGeNET,,,,,,,,,,
15170,:Disease,,C0178417,,,C0178417,Anhedonia,,DisGeNET,,,,,,,,,,
15171,:Disease,,C0338488,,,C0338488,Alternating hemiplegia of childhood,,DisGeNET,,,,,,,,,,
15172,:Disease,,C1832466,,,C1832466,CAPOS syndrome,,DisGeNET,,,,,,,,,,
15173,:Disease,,C3549447,,,C3549447,ALTERNATING HEMIPLEGIA OF CHILDHOOD 1,,DisGeNET,,,,,,,,,,
15174,:Disease,,C3553788,,,C3553788,ALTERNATING HEMIPLEGIA OF CHILDHOOD 2,,DisGeNET,,,,,,,,,,
15201,:Drug,,,DB01396,,CHEMBL254219,DIGITOXIN,,OpenTargets,,,,,,,,"C01AA04,C01AA,C01A,C01,C,Drug",,
15202,:Drug,,,DB01078,,CHEMBL1614,DESLANOSIDE,,OpenTargets,,,,,,,,"C01AA07,C01AA,C01A,C01,C,Drug",,
15203,:Drug,,,DB00390,,CHEMBL1751,DIGOXIN,,OpenTargets,,,,,,,,"C01AA05,C01AA,C01A,C01,C,Drug",,
15204,:Drug,,,DB00511,,CHEMBL3545057,ACETYLDIGITOXIN,,OpenTargets,,,,,,,,"C01AA01,C01AA,C01A,C01,C,Drug",,
15205,:Drug,,,DB13467,,CHEMBL506569,LANATOSIDE C,,OpenTargets,,,,,,,,"C01AA06,C01AA,C01A,C01,C,Drug",,
15206,:Protein,ENSG00000069849,,,,ENSG00000069849,ATP1B3,483,BridgeDB,,,,,,,,,,
