node	type
UMLS:C1861502	disease
UMLS:C0423109	disease
UMLS:C3280094	disease
UMLS:C0398794	disease
UMLS:C0158450	disease
UMLS:C0003493	disease
UMLS:C1970180	disease
UMLS:C0005586	disease
UMLS:C0011615	disease
UMLS:C0034050	disease
UMLS:C0270834	disease
UMLS:C5830346	disease
UMLS:C5779825	disease
UMLS:C3714992	disease
UMLS:C0007758	disease
UMLS:C0346153	disease
UMLS:C0162872	disease
UMLS:C0345050	disease
UMLS:C0556385	disease
UMLS:C1319315	disease
UMLS:C0005944	disease
UMLS:C1336839	disease
UMLS:C4707228	disease
UMLS:C0157721	disease
UMLS:C0017612	disease
UMLS:C1298820	disease
UMLS:C0265610	disease
UMLS:C0477984	disease
UMLS:C3887980	disease
UMLS:C0030319	disease
UMLS:C1458155	disease
UMLS:C0010403	disease
UMLS:C0034372	disease
UMLS:C0017601	disease
UMLS:C0017658	disease
UMLS:C5399977	disease
UMLS:C0752130	disease
UMLS:C3489532	disease
UMLS:C0042133	disease
UMLS:C0024713	disease
UMLS:C0543669	disease
UMLS:C0014547	disease
UMLS:C0271577	disease
UMLS:C0271623	disease
UMLS:C5680364	disease
UMLS:C0002726	disease
UMLS:C3809427	disease
UMLS:C0264774	disease
UMLS:C0020217	disease
UMLS:C4748715	disease
UMLS:C0024236	disease
UMLS:C4748803	disease
UMLS:C1719382	disease
UMLS:C1845070	disease
UMLS:C0034152	disease
UMLS:C3658266	disease
UMLS:C0153459	disease
UMLS:C0005684	disease
UMLS:C0020534	disease
UMLS:C5436695	disease
UMLS:C0024433	disease
UMLS:C0085298	disease
UMLS:C5774176	disease
UMLS:C0042138	disease
UMLS:C0042384	disease
UMLS:C0027889	disease
UMLS:C5680153	disease
UMLS:C0022578	disease
UMLS:C0265265	disease
UMLS:C0013386	disease
UMLS:C0019100	disease
UMLS:C0034531	disease
UMLS:C2874188	disease
UMLS:C5680365	disease
UMLS:C0023448	disease
UMLS:C1168401	disease
UMLS:C0344529	disease
UMLS:C0027707	disease
UMLS:C0559470	disease
UMLS:C5190692	disease
UMLS:C1859727	disease
UMLS:C0678230	disease
UMLS:C5436799	disease
UMLS:C1855008	disease
UMLS:C5779776	disease
UMLS:C0751895	disease
UMLS:C0272350	disease
UMLS:C0021841	disease
UMLS:C2751642	disease
UMLS:C0040128	disease
UMLS:C5679777	disease
UMLS:C0157946	disease
UMLS:C0264886	disease
UMLS:C1274834	disease
UMLS:C4016325	disease
UMLS:C0271092	disease
UMLS:C0024121	disease
UMLS:C1855081	disease
UMLS:C4016819	disease
UMLS:C0029574	disease
UMLS:C1956349	disease
UMLS:C1837618	disease
UMLS:C0752323	disease
UMLS:C0031090	disease
UMLS:C1850900	disease
UMLS:C0020255	disease
UMLS:C1861884	disease
UMLS:C0003838	disease
UMLS:C1836694	disease
UMLS:C1843153	disease
UMLS:C4511672	disease
UMLS:C4229399	disease
UMLS:C0007787	disease
UMLS:C0232466	disease
UMLS:C0024143	disease
UMLS:C0042769	disease
UMLS:C3463992	disease
UMLS:C3276096	disease
UMLS:C4310808	disease
UMLS:C4751003	disease
UMLS:C1866091	disease
UMLS:C1275808	disease
UMLS:C1970859	disease
UMLS:C5681528	disease
UMLS:C0042514	disease
UMLS:C5561986	disease
UMLS:C1836199	disease
UMLS:C5677001	disease
UMLS:C5679590	disease
UMLS:C0039101	disease
UMLS:C5203670	disease
UMLS:C0015967	disease
UMLS:C1861297	disease
UMLS:C0019624	disease
UMLS:C1527226	disease
UMLS:C1836451	disease
UMLS:C2677903	disease
UMLS:C0009319	disease
UMLS:C0268119	disease
UMLS:C0206062	disease
UMLS:C0281267	disease
UMLS:C0399376	disease
UMLS:C0018802	disease
UMLS:C0030246	disease
UMLS:C0035372	disease
UMLS:C4016059	disease
UMLS:C4284595	disease
UMLS:C0278883	disease
UMLS:C1864872	disease
UMLS:C0268397	disease
UMLS:C0279626	disease
UMLS:C0011570	disease
UMLS:C1561643	disease
UMLS:C0472803	disease
UMLS:C0000786	disease
UMLS:C5436476	disease
UMLS:C0020459	disease
UMLS:C0009447	disease
UMLS:C0027497	disease
UMLS:C0085584	disease
UMLS:C0334401	disease
UMLS:C0751617	disease
UMLS:C0014868	disease
UMLS:C1868679	disease
UMLS:C0234533	disease
UMLS:C0040427	disease
UMLS:C0263454	disease
UMLS:C0029531	disease
UMLS:C0497552	disease
UMLS:C4023248	disease
UMLS:C1845292	disease
UMLS:C0424503	disease
UMLS:C0175709	disease
UMLS:C0751837	disease
UMLS:C1849075	disease
UMLS:C0243050	disease
UMLS:C0039338	disease
UMLS:C0029516	disease
UMLS:C1855466	disease
UMLS:C0587371	disease
UMLS:C0002736	disease
UMLS:C3658267	disease
UMLS:C0343047	disease
UMLS:C0030567	disease
UMLS:C0340427	disease
UMLS:C5436505	disease
UMLS:C0751122	disease
UMLS:C2051831	disease
UMLS:C4748777	disease
UMLS:C4016412	disease
UMLS:C4316903	disease
UMLS:C1968949	disease
UMLS:C2675210	disease
UMLS:C4021085	disease
UMLS:C0162666	disease
UMLS:C0018553	disease
UMLS:C3808800	disease
UMLS:C5680343	disease
UMLS:C1865384	disease
UMLS:C0007166	disease
UMLS:C0393598	disease
UMLS:C0522224	disease
UMLS:C0025322	disease
UMLS:C0001175	disease
UMLS:C0011436	disease
UMLS:C4024448	disease
UMLS:C0021400	disease
UMLS:C4025596	disease
UMLS:C0857007	disease
UMLS:C4539937	disease
UMLS:C0452138	disease
UMLS:C0394006	disease
UMLS:C0018801	disease
UMLS:C1868111	disease
UMLS:C0026846	disease
UMLS:C1837873	disease
UMLS:C0158118	disease
UMLS:C0035126	disease
UMLS:C0086468	disease
UMLS:C0021368	disease
UMLS:C0004045	disease
UMLS:C5575702	disease
UMLS:C4014641	disease
UMLS:C5681589	disease
UMLS:C1869114	disease
UMLS:C0008449	disease
UMLS:C1335062	disease
UMLS:C0496775	disease
UMLS:C0152419	disease
UMLS:C0026272	disease
UMLS:C1865304	disease
UMLS:C5190863	disease
UMLS:C4014918	disease
UMLS:C5231424	disease
UMLS:C1301509	disease
UMLS:C0265341	disease
UMLS:C0162770	disease
UMLS:C0206726	disease
UMLS:C0158733	disease
UMLS:C2930619	disease
UMLS:C0015423	disease
UMLS:C0236811	disease
UMLS:C0023794	disease
UMLS:C0037274	disease
UMLS:C0752166	disease
UMLS:C3150705	disease
UMLS:C1291607	disease
UMLS:C5680509	disease
UMLS:C0478019	disease
UMLS:C0025149	disease
UMLS:C0282548	disease
UMLS:C1837206	disease
UMLS:C4015368	disease
UMLS:C1257806	disease
UMLS:C1269683	disease
UMLS:C0220994	disease
UMLS:C3150343	disease
UMLS:C0030201	disease
UMLS:C5543622	disease
UMLS:C5569048	disease
UMLS:C0013146	disease
UMLS:C0027609	disease
UMLS:C0949664	disease
UMLS:C0008625	disease
UMLS:C0008373	disease
UMLS:C1849340	disease
UMLS:C3554225	disease
UMLS:C0004138	disease
UMLS:C4552543	disease
UMLS:C0431368	disease
UMLS:C0038325	disease
UMLS:C0001824	disease
UMLS:C4274968	disease
UMLS:C0273115	disease
UMLS:C1833053	disease
UMLS:C0242647	disease
UMLS:C2751682	disease
UMLS:C1853118	disease
UMLS:C2200127	disease
UMLS:C4302893	disease
UMLS:C0008043	disease
UMLS:C2752015	disease
UMLS:C5567789	disease
UMLS:C0340279	disease
UMLS:C0029408	disease
UMLS:C0027819	disease
UMLS:C4551495	disease
UMLS:C0027720	disease
UMLS:C0752351	disease
UMLS:C0600139	disease
UMLS:C0026640	disease
UMLS:C0035304	disease
UMLS:C0575897	disease
UMLS:C0428791	disease
UMLS:C0008313	disease
UMLS:C1854301	disease
UMLS:C3496337	disease
UMLS:C0079154	disease
UMLS:C1301355	disease
UMLS:C0033141	disease
UMLS:C1856184	disease
UMLS:C1321551	disease
UMLS:C5543176	disease
UMLS:C0017638	disease
UMLS:C0013363	disease
UMLS:C5442191	disease
UMLS:C1833692	disease
UMLS:C4479431	disease
UMLS:C1842180	disease
UMLS:C4016054	disease
UMLS:C0014850	disease
UMLS:C0027726	disease
UMLS:C0041295	disease
UMLS:C1704423	disease
UMLS:C2750067	disease
UMLS:C0221765	disease
UMLS:C4014869	disease
UMLS:C0338656	disease
UMLS:C1854310	disease
UMLS:C0154536	disease
UMLS:C5680508	disease
UMLS:C5191005	disease
UMLS:C0205875	disease
UMLS:C4310764	disease
UMLS:C0023343	disease
UMLS:C3552303	disease
UMLS:C4225493	disease
UMLS:C0476403	disease
UMLS:C0038354	disease
UMLS:C3279699	disease
UMLS:C3553661	disease
UMLS:C5193074	disease
UMLS:C0376628	disease
UMLS:C4225193	disease
UMLS:C0265581	disease
UMLS:C0344315	disease
UMLS:C4014408	disease
UMLS:C3279991	disease
UMLS:C0699790	disease
UMLS:C0431362	disease
UMLS:C0035222	disease
UMLS:C1292774	disease
UMLS:C4509024	disease
UMLS:C0542519	disease
UMLS:C1879677	disease
UMLS:C2873848	disease
UMLS:C0039292	disease
UMLS:C0238198	disease
UMLS:C0010964	disease
UMLS:C0342151	disease
UMLS:C4310638	disease
UMLS:C0948008	disease
UMLS:C0020678	disease
UMLS:C1833683	disease
UMLS:C3539878	disease
UMLS:C0392470	disease
UMLS:C0344559	disease
UMLS:C3502075	disease
UMLS:C0028326	disease
UMLS:C0162557	disease
UMLS:C1849367	disease
UMLS:C1527349	disease
UMLS:C4016266	disease
UMLS:C4082171	disease
UMLS:C3554593	disease
UMLS:C3808940	disease
UMLS:C0677607	disease
UMLS:C0478066	disease
UMLS:C0020630	disease
UMLS:C0687120	disease
UMLS:C4016425	disease
UMLS:C0342257	disease
UMLS:C4551714	disease
UMLS:C4748770	disease
UMLS:C1960469	disease
UMLS:C4024936	disease
UMLS:C1869116	disease
UMLS:C0036875	disease
UMLS:C2931907	disease
UMLS:C4021387	disease
UMLS:C2750850	disease
UMLS:C2750720	disease
UMLS:C3150939	disease
UMLS:C5681636	disease
UMLS:C0042963	disease
UMLS:C0282631	disease
UMLS:C0009080	disease
UMLS:C0015530	disease
UMLS:C0024299	disease
UMLS:C0393770	disease
UMLS:C0162674	disease
UMLS:C0268542	disease
UMLS:C4539997	disease
UMLS:C0751748	disease
UMLS:C0543888	disease
UMLS:C4024960	disease
UMLS:C0035243	disease
UMLS:C0018784	disease
UMLS:C0393593	disease
UMLS:C3150412	disease
UMLS:C0432197	disease
UMLS:C0162823	disease
UMLS:C0342384	disease
UMLS:C1858501	disease
UMLS:C0266551	disease
UMLS:C0342282	disease
UMLS:C0155015	disease
UMLS:C0016522	disease
UMLS:C0085207	disease
UMLS:C0004134	disease
UMLS:C2677637	disease
UMLS:C0752109	disease
UMLS:C1855710	disease
UMLS:C2874190	disease
UMLS:C0018800	disease
UMLS:C3696898	disease
UMLS:C4755257	disease
UMLS:C0153107	disease
UMLS:C0020450	disease
UMLS:C2673866	disease
UMLS:C0035220	disease
UMLS:C1839546	disease
UMLS:C0004096	disease
UMLS:C2678503	disease
UMLS:C5543491	disease
UMLS:C0085129	disease
UMLS:C0455988	disease
UMLS:C1704429	disease
UMLS:C0004943	disease
UMLS:C2720293	disease
UMLS:C5774279	disease
UMLS:C0154631	disease
UMLS:C1387923	disease
UMLS:C0015306	disease
UMLS:C4748701	disease
UMLS:C4022737	disease
UMLS:C0268483	disease
UMLS:C0007832	disease
UMLS:C0028738	disease
UMLS:C1404173	disease
UMLS:C0265554	disease
UMLS:C0038644	disease
UMLS:C4310715	disease
UMLS:C3711374	disease
UMLS:C0153413	disease
UMLS:C3541994	disease
UMLS:C3150852	disease
UMLS:C1527168	disease
UMLS:C0020626	disease
UMLS:C1861863	disease
UMLS:C0022568	disease
UMLS:C0006287	disease
UMLS:C0376532	disease
UMLS:C2700405	disease
UMLS:C2316810	disease
UMLS:C3495591	disease
UMLS:C0008073	disease
UMLS:C4553889	disease
UMLS:C0038525	disease
UMLS:C0023786	disease
UMLS:C0021359	disease
UMLS:C5680502	disease
UMLS:C0079758	disease
UMLS:C0730292	disease
UMLS:C0028768	disease
UMLS:C1835932	disease
UMLS:C0012716	disease
UMLS:C0034933	disease
UMLS:C0036341	disease
UMLS:C0027672	disease
UMLS:C0039075	disease
UMLS:C0741160	disease
UMLS:C4228778	disease
UMLS:C1857025	disease
UMLS:C0751422	disease
UMLS:C4748766	disease
UMLS:C0036457	disease
UMLS:C0015625	disease
UMLS:C3151752	disease
UMLS:C4025360	disease
UMLS:C5679993	disease
UMLS:C1863061	disease
UMLS:C0009363	disease
UMLS:C0549622	disease
UMLS:C1849156	disease
UMLS:C5193002	disease
UMLS:C0010246	disease
UMLS:C0220765	disease
UMLS:C0029792	disease
UMLS:C4225421	disease
UMLS:C4551647	disease
UMLS:C1853198	disease
UMLS:C0023269	disease
UMLS:C4025797	disease
UMLS:C4021762	disease
UMLS:C1879286	disease
UMLS:C1848172	disease
UMLS:C0085762	disease
UMLS:C2673186	disease
UMLS:C0018213	disease
UMLS:C0026838	disease
UMLS:C1834674	disease
UMLS:C0008924	disease
UMLS:C1864850	disease
UMLS:C0265633	disease
UMLS:C1832841	disease
UMLS:C0279613	disease
UMLS:C3810107	disease
UMLS:C0043020	disease
UMLS:C0206692	disease
UMLS:C0004030	disease
UMLS:C0085547	disease
UMLS:C0043202	disease
UMLS:C1854128	disease
UMLS:C0019061	disease
UMLS:C1175175	disease
UMLS:C0042594	disease
UMLS:C0023976	disease
UMLS:C4748839	disease
UMLS:C0034194	disease
UMLS:C0036982	disease
UMLS:C1833118	disease
UMLS:C0001956	disease
UMLS:C0221355	disease
UMLS:C0020445	disease
UMLS:C0749420	disease
UMLS:C0600427	disease
UMLS:C0003868	disease
UMLS:C0040822	disease
UMLS:C2750075	disease
UMLS:C0015934	disease
UMLS:C1856738	disease
UMLS:C4225359	disease
UMLS:C0025500	disease
UMLS:C0030554	disease
UMLS:C0392400	disease
UMLS:C4273899	disease
UMLS:C3840252	disease
UMLS:C4540131	disease
UMLS:C0002962	disease
UMLS:C0344688	disease
UMLS:C0399367	disease
UMLS:C0270210	disease
UMLS:C3489789	disease
UMLS:C5543581	disease
UMLS:C0040034	disease
UMLS:C0559260	disease
UMLS:C0268579	disease
UMLS:C5679970	disease
UMLS:C5680265	disease
UMLS:C0346629	disease
UMLS:C0349218	disease
UMLS:C0085090	disease
UMLS:C0349588	disease
UMLS:C0032226	disease
UMLS:C0027877	disease
UMLS:C0023186	disease
UMLS:C1134719	disease
UMLS:C0026106	disease
UMLS:C0751036	disease
UMLS:C1969053	disease
UMLS:C0001080	disease
UMLS:C0007134	disease
UMLS:C0039239	disease
UMLS:C0349217	disease
UMLS:C2910117	disease
UMLS:C1527336	disease
UMLS:C5190809	disease
UMLS:C5399980	disease
UMLS:C2315100	disease
UMLS:C3714927	disease
UMLS:C0004903	disease
UMLS:C0206686	disease
UMLS:C5680363	disease
UMLS:C5190608	disease
UMLS:C0030193	disease
UMLS:C5779613	disease
UMLS:C0036346	disease
UMLS:C4275012	disease
UMLS:C0014550	disease
UMLS:C0007959	disease
UMLS:C0162568	disease
UMLS:C1857512	disease
UMLS:C0009952	disease
UMLS:C4316870	disease
UMLS:C0018923	disease
UMLS:C4225404	disease
UMLS:C2676023	disease
UMLS:C0007785	disease
UMLS:C4760583	disease
UMLS:C0085159	disease
UMLS:C4021618	disease
UMLS:C0270855	disease
UMLS:C1832855	disease
UMLS:C1841837	disease
UMLS:C0234357	disease
UMLS:C5436692	disease
UMLS:C0011195	disease
UMLS:C1868571	disease
UMLS:C1844020	disease
UMLS:C0206698	disease
UMLS:C1836923	disease
UMLS:C4748838	disease
UMLS:C2063326	disease
UMLS:C1368295	disease
UMLS:C0342687	disease
UMLS:C1135745	disease
UMLS:C4021760	disease
UMLS:C5779548	disease
UMLS:C4310656	disease
UMLS:C4302878	disease
UMLS:C4011403	disease
UMLS:C0026848	disease
UMLS:C1868570	disease
UMLS:C1842587	disease
UMLS:C0036220	disease
UMLS:C5391534	disease
UMLS:C0206245	disease
UMLS:C0024117	disease
UMLS:C1334410	disease
UMLS:C0393706	disease
UMLS:C4016809	disease
UMLS:C0011430	disease
UMLS:C0007302	disease
UMLS:C1854021	disease
UMLS:C1848553	disease
UMLS:C0002888	disease
UMLS:C0149940	disease
UMLS:C0018566	disease
UMLS:C1839730	disease
UMLS:C4225314	disease
UMLS:C0393702	disease
UMLS:C5394051	disease
UMLS:C1859726	disease
UMLS:C0162309	disease
UMLS:C3810089	disease
UMLS:C1519086	disease
UMLS:C0752252	disease
UMLS:C4016299	disease
UMLS:C0010674	disease
UMLS:C0031099	disease
UMLS:C0032617	disease
UMLS:C3281191	disease
UMLS:C1458140	disease
UMLS:C5543482	disease
UMLS:C3887898	disease
UMLS:C0026837	disease
UMLS:C0242184	disease
UMLS:C0013369	disease
UMLS:C0010417	disease
UMLS:C0029823	disease
UMLS:C0948039	disease
UMLS:C0268487	disease
UMLS:C0220668	disease
UMLS:C3805375	disease
UMLS:C0162530	disease
UMLS:C4551720	disease
UMLS:C0021364	disease
UMLS:C0014055	disease
UMLS:C0241240	disease
UMLS:C3489627	disease
UMLS:C0027661	disease
UMLS:C0001418	disease
UMLS:C2751608	disease
UMLS:C5394371	disease
UMLS:C0600327	disease
UMLS:C0023772	disease
UMLS:C0005940	disease
UMLS:C0039483	disease
UMLS:C0026985	disease
UMLS:C1835854	disease
UMLS:C0029810	disease
UMLS:C1848554	disease
UMLS:C5681639	disease
UMLS:C0023462	disease
UMLS:C4021784	disease
UMLS:C4479517	disease
UMLS:C2676232	disease
UMLS:C0022116	disease
UMLS:C0157917	disease
UMLS:C0024517	disease
UMLS:C0279628	disease
UMLS:C4020867	disease
UMLS:C4016052	disease
UMLS:C0266464	disease
UMLS:C4746984	disease
UMLS:C4693367	disease
UMLS:C0029458	disease
UMLS:C3541471	disease
UMLS:C1334603	disease
UMLS:C2676770	disease
UMLS:C2675186	disease
UMLS:C0008519	disease
UMLS:C1835826	disease
UMLS:C1854882	disease
UMLS:C5193041	disease
UMLS:C1510586	disease
UMLS:C0220633	disease
UMLS:C5393309	disease
UMLS:C0701163	disease
UMLS:C1578917	disease
UMLS:C0019569	disease
UMLS:C1847800	disease
UMLS:C0153493	disease
UMLS:C1721006	disease
UMLS:C0018816	disease
UMLS:C1837397	disease
UMLS:C0553681	disease
UMLS:C0079745	disease
UMLS:C0032197	disease
UMLS:C0002514	disease
UMLS:C0375359	disease
UMLS:C1859049	disease
UMLS:C0003949	disease
UMLS:C3149117	disease
UMLS:C5190593	disease
UMLS:C1956346	disease
UMLS:C0028043	disease
UMLS:C0017152	disease
UMLS:C0003811	disease
UMLS:C0041948	disease
UMLS:C0236663	disease
UMLS:C1850451	disease
UMLS:C4023252	disease
UMLS:C0751057	disease
UMLS:C0015310	disease
UMLS:C0027543	disease
UMLS:C2936694	disease
UMLS:C0001916	disease
UMLS:C0085602	disease
UMLS:C0855631	disease
UMLS:C0018524	disease
UMLS:C3810380	disease
UMLS:C0344975	disease
UMLS:C0009460	disease
UMLS:C1849394	disease
UMLS:C2936904	disease
UMLS:C4704767	disease
UMLS:C5774259	disease
UMLS:C5231422	disease
UMLS:C0005612	disease
UMLS:C1563709	disease
UMLS:C0398562	disease
UMLS:C3150968	disease
UMLS:C4282400	disease
UMLS:C0019322	disease
UMLS:C5779875	disease
UMLS:C0024790	disease
UMLS:C4016055	disease
UMLS:C0002882	disease
UMLS:C0024796	disease
UMLS:C1840379	disease
UMLS:C1850049	disease
UMLS:C2678477	disease
UMLS:C4751111	disease
UMLS:C1843292	disease
UMLS:C0427144	disease
UMLS:C5700127	disease
UMLS:C0023014	disease
UMLS:C1456784	disease
UMLS:C0010200	disease
UMLS:C0521802	disease
UMLS:C4025576	disease
UMLS:C0037769	disease
UMLS:C1858496	disease
UMLS:C4014742	disease
UMLS:C1846038	disease
UMLS:C2751843	disease
UMLS:C4693405	disease
UMLS:C0153421	disease
UMLS:C3278481	disease
UMLS:C1836651	disease
UMLS:C0030804	disease
UMLS:C2673913	disease
UMLS:C1449563	disease
UMLS:C1848070	disease
UMLS:C0206644	disease
UMLS:C1852557	disease
UMLS:C0041657	disease
UMLS:C0272315	disease
UMLS:C0206762	disease
UMLS:C1868120	disease
UMLS:C4551968	disease
UMLS:C0003706	disease
UMLS:C0752105	disease
UMLS:C1858592	disease
UMLS:C3553794	disease
UMLS:C4049004	disease
UMLS:C0025990	disease
UMLS:C2931258	disease
UMLS:C3468561	disease
UMLS:C0157743	disease
UMLS:C0009402	disease
UMLS:C0345904	disease
UMLS:C0557874	disease
UMLS:C0685889	disease
UMLS:C0750442	disease
UMLS:C0152236	disease
UMLS:C4021806	disease
UMLS:C4304832	disease
UMLS:C0795950	disease
UMLS:C3805326	disease
UMLS:C3838076	disease
UMLS:C0001723	disease
UMLS:C3710589	disease
UMLS:C0020635	disease
UMLS:C0030524	disease
UMLS:C0013720	disease
UMLS:C0158731	disease
UMLS:C0424688	disease
UMLS:C3280524	disease
UMLS:C1135196	disease
UMLS:C0265290	disease
UMLS:C1846862	disease
UMLS:C0085548	disease
UMLS:C1848561	disease
UMLS:C0403397	disease
UMLS:C0018818	disease
UMLS:C4747743	disease
UMLS:C4540185	disease
UMLS:C1836448	disease
UMLS:C4021133	disease
UMLS:C0426970	disease
UMLS:C3151187	disease
UMLS:C0010308	disease
UMLS:C0003123	disease
UMLS:C0392439	disease
UMLS:C0282577	disease
UMLS:C4511137	disease
UMLS:C0025294	disease
UMLS:C0001306	disease
UMLS:C0022658	disease
UMLS:C0023645	disease
UMLS:C3160719	disease
UMLS:C0949595	disease
UMLS:C3810042	disease
UMLS:C0751955	disease
UMLS:C0003850	disease
UMLS:C0699791	disease
UMLS:C0040715	disease
UMLS:C2937358	disease
UMLS:C0037929	disease
UMLS:C4747989	disease
UMLS:C3151228	disease
UMLS:C3280790	disease
UMLS:C0026267	disease
UMLS:C0149649	disease
UMLS:C0268125	disease
UMLS:C1836542	disease
UMLS:C0677776	disease
UMLS:C0026769	disease
UMLS:C0155568	disease
UMLS:C2931136	disease
UMLS:C0023434	disease
UMLS:C0028756	disease
UMLS:C0023492	disease
UMLS:C2751307	disease
UMLS:C3281201	disease
UMLS:C0029456	disease
UMLS:C0238052	disease
UMLS:C4014648	disease
UMLS:C0751527	disease
UMLS:C0042164	disease
UMLS:C3714580	disease
UMLS:C0033975	disease
UMLS:C1847626	disease
UMLS:C0002395	disease
UMLS:C3850148	disease
UMLS:C0024507	disease
UMLS:C4022699	disease
UMLS:C1510489	disease
UMLS:C4721845	disease
UMLS:C0158252	disease
UMLS:C4552078	disease
UMLS:C0023480	disease
UMLS:C0019156	disease
UMLS:C1848519	disease
UMLS:C0017636	disease
UMLS:C1853100	disease
UMLS:C0265914	disease
UMLS:C1857710	disease
UMLS:C0032768	disease
UMLS:C0265553	disease
UMLS:C0751753	disease
UMLS:C0020505	disease
UMLS:C1852091	disease
UMLS:C4225348	disease
UMLS:C0376618	disease
UMLS:C0027888	disease
UMLS:C0012715	disease
UMLS:C1849811	disease
UMLS:C0019189	disease
UMLS:C0279702	disease
UMLS:C0032914	disease
UMLS:C3151192	disease
UMLS:C2751315	disease
UMLS:C0751383	disease
UMLS:C0740279	disease
UMLS:C0581391	disease
UMLS:C3542024	disease
UMLS:C1292772	disease
UMLS:C0024894	disease
UMLS:C1535926	disease
UMLS:C0238463	disease
UMLS:C4273714	disease
UMLS:C5436823	disease
UMLS:C0040038	disease
UMLS:C0855740	disease
UMLS:C0035344	disease
UMLS:C0023817	disease
UMLS:C0002622	disease
UMLS:C1140680	disease
UMLS:C0024809	disease
UMLS:C1864694	disease
UMLS:C0034069	disease
UMLS:C3809192	disease
UMLS:C0020557	disease
UMLS:C0011156	disease
UMLS:C4707180	disease
UMLS:C0039538	disease
UMLS:C3151139	disease
UMLS:C3146244	disease
UMLS:C0009171	disease
UMLS:C0677866	disease
UMLS:C0745103	disease
UMLS:C1578482	disease
UMLS:C0033578	disease
UMLS:C5436769	disease
UMLS:C4479476	disease
UMLS:C0242342	disease
UMLS:C0035412	disease
UMLS:C2985290	disease
UMLS:C1864851	disease
UMLS:C5679828	disease
UMLS:C2676723	disease
UMLS:C1720958	disease
UMLS:C5830586	disease
UMLS:C1863728	disease
UMLS:C1305122	disease
UMLS:C0039446	disease
UMLS:C0038358	disease
UMLS:C0002965	disease
UMLS:C4273672	disease
UMLS:C0948089	disease
UMLS:C0231528	disease
UMLS:C1848947	disease
UMLS:C0728829	disease
UMLS:C0018814	disease
UMLS:C0451641	disease
UMLS:C2748542	disease
UMLS:C4274995	disease
UMLS:C0020550	disease
UMLS:C2678476	disease
UMLS:C1275116	disease
UMLS:C1839839	disease
UMLS:C0037116	disease
UMLS:C0869083	disease
UMLS:C0027092	disease
UMLS:C0265210	disease
UMLS:C1449843	disease
UMLS:C5200932	disease
UMLS:C5191640	disease
UMLS:C5681844	disease
UMLS:C0019337	disease
UMLS:C0026650	disease
UMLS:C3151355	disease
UMLS:C0376545	disease
UMLS:C1868672	disease
UMLS:C3151066	disease
UMLS:C0017181	disease
UMLS:C3887851	disease
UMLS:C0751528	disease
UMLS:C0009324	disease
UMLS:C0751316	disease
UMLS:C0003742	disease
UMLS:C0175700	disease
UMLS:C1837404	disease
UMLS:C0025261	disease
UMLS:C0268146	disease
UMLS:C0035334	disease
UMLS:C0740302	disease
UMLS:C3279392	disease
UMLS:C0730290	disease
UMLS:C3280296	disease
UMLS:C1863012	disease
UMLS:C5680294	disease
UMLS:C0001815	disease
UMLS:C0038379	disease
UMLS:C3809888	disease
UMLS:C1857777	disease
UMLS:C0019284	disease
UMLS:C4048270	disease
UMLS:C0342643	disease
UMLS:C0002418	disease
UMLS:C4017280	disease
UMLS:C1849699	disease
UMLS:C1333990	disease
UMLS:C0265354	disease
UMLS:C2931662	disease
UMLS:C1832702	disease
UMLS:C0020500	disease
UMLS:C0029591	disease
UMLS:C1842581	disease
UMLS:C0011991	disease
UMLS:C0265998	disease
UMLS:C3489728	disease
UMLS:C3495498	disease
UMLS:C4551910	disease
UMLS:C0031190	disease
UMLS:C1313885	disease
UMLS:C0854795	disease
UMLS:C4274332	disease
UMLS:C0265012	disease
UMLS:C0149931	disease
UMLS:C5436576	disease
UMLS:C4016761	disease
UMLS:C0153108	disease
UMLS:C0030421	disease
UMLS:C0079731	disease
UMLS:C0162871	disease
UMLS:C0221757	disease
UMLS:C0085084	disease
UMLS:C0454542	disease
UMLS:C1836830	disease
UMLS:C0018099	disease
UMLS:C0013990	disease
UMLS:C2676498	disease
UMLS:C0553604	disease
UMLS:C4552043	disease
UMLS:C0266617	disease
UMLS:C0524582	disease
UMLS:C1829703	disease
UMLS:C0393703	disease
UMLS:C0014553	disease
UMLS:C1568247	disease
UMLS:C3541518	disease
UMLS:C5543531	disease
UMLS:C0156147	disease
UMLS:C0030312	disease
UMLS:C0011871	disease
UMLS:C1853444	disease
UMLS:C3887487	disease
UMLS:C5679990	disease
UMLS:C0853697	disease
UMLS:C0270914	disease
UMLS:C3553676	disease
UMLS:C0037997	disease
UMLS:C0158442	disease
UMLS:C0342473	disease
UMLS:C0553707	disease
UMLS:C0036529	disease
UMLS:C0345030	disease
UMLS:C0034362	disease
UMLS:C0266491	disease
UMLS:C3552634	disease
UMLS:C0078917	disease
UMLS:C4305002	disease
UMLS:C0017168	disease
UMLS:C0003089	disease
UMLS:C5543257	disease
UMLS:C4721414	disease
UMLS:C1260926	disease
UMLS:C0432217	disease
UMLS:C2931132	disease
UMLS:C1861923	disease
UMLS:C0023267	disease
UMLS:C1865869	disease
UMLS:C0268312	disease
UMLS:C1858120	disease
UMLS:C0042131	disease
UMLS:C0017551	disease
UMLS:C1839840	disease
UMLS:C5394232	disease
UMLS:C1837658	disease
UMLS:C5575375	disease
UMLS:C0026884	disease
