node	type
pubchem.compound:71761627	drug
CHEMBL:CHEMBL4297700	drug
CHEMBL:CHEMBL4594334	drug
pubchem.compound:5487427	drug
CHEMBL:CHEMBL2109653	drug
pubchem.compound:56639723	drug
pubchem.compound:9952916	drug
pubchem.compound:11243969	drug
CHEMBL:CHEMBL4297163	drug
pubchem.compound:31100	drug
pubchem.compound:7029	drug
pubchem.compound:5353627	drug
pubchem.compound:5361	drug
CHEMBL:CHEMBL4650395	drug
pubchem.compound:5742	drug
pubchem.compound:9933475	drug
CHEMBL:CHEMBL2107863	drug
pubchem.compound:16533	drug
pubchem.compound:4614	drug
pubchem.compound:249332	drug
pubchem.compound:60151560	drug
CHEMBL:CHEMBL3989989	drug
pubchem.compound:4946	drug
pubchem.compound:3005572	drug
pubchem.compound:121490161	drug
pubchem.compound:11236126	drug
pubchem.compound:1349907	drug
pubchem.compound:5284603	drug
pubchem.compound:447715	drug
pubchem.compound:9865554	drug
pubchem.compound:5282136	drug
CHEMBL:CHEMBL1743026	drug
pubchem.compound:73355910	drug
pubchem.compound:23663996	drug
pubchem.compound:10660	drug
pubchem.compound:2771	drug
pubchem.compound:9838022	drug
pubchem.compound:45380979	drug
CHEMBL:CHEMBL1201520	drug
pubchem.compound:5281104	drug
pubchem.compound:6435415	drug
pubchem.compound:24821094	drug
pubchem.compound:134436906	drug
pubchem.compound:441325	drug
pubchem.compound:15951529	drug
pubchem.compound:174174	drug
CHEMBL:CHEMBL2108326	drug
pubchem.compound:44181686	drug
pubchem.compound:60700	drug
CHEMBL:CHEMBL4298207	drug
pubchem.compound:24776445	drug
CHEMBL:CHEMBL2107874	drug
pubchem.compound:20112022	drug
pubchem.compound:3494	drug
pubchem.compound:71464713	drug
CHEMBL:CHEMBL3545132	drug
pubchem.compound:6918456	drug
pubchem.compound:11326715	drug
pubchem.compound:2801	drug
CHEMBL:CHEMBL1201657	drug
pubchem.compound:9400	drug
pubchem.compound:4510	drug
pubchem.compound:2724385	drug
pubchem.compound:15983988	drug
pubchem.compound:10413	drug
CHEMBL:CHEMBL4297832	drug
pubchem.compound:54684461	drug
CHEMBL:CHEMBL2109616	drug
CHEMBL:CHEMBL3833346	drug
pubchem.compound:71621331	drug
pubchem.compound:25134303	drug
pubchem.compound:71602803	drug
pubchem.compound:5288826	drug
pubchem.compound:3519	drug
pubchem.compound:44232546	drug
CHEMBL:CHEMBL1201831	drug
pubchem.compound:4594	drug
pubchem.compound:129073603	drug
pubchem.compound:4261	drug
pubchem.compound:3001028	drug
pubchem.compound:441409	drug
pubchem.compound:3476	drug
pubchem.compound:5666	drug
CHEMBL:CHEMBL1201561	drug
pubchem.compound:130904	drug
pubchem.compound:25102846	drug
pubchem.compound:219078	drug
pubchem.compound:118355809	drug
pubchem.compound:11001318	drug
pubchem.compound:216235	drug
pubchem.compound:11315474	drug
CHEMBL:CHEMBL4594492	drug
pubchem.compound:44595079	drug
pubchem.compound:90661668	drug
pubchem.compound:14219	drug
pubchem.compound:5486971	drug
CHEMBL:CHEMBL2108413	drug
pubchem.compound:4753	drug
CHEMBL:CHEMBL3301582	drug
pubchem.compound:59768	drug
pubchem.compound:3658	drug
CHEMBL:CHEMBL2109093	drug
pubchem.compound:123596	drug
pubchem.compound:25108829	drug
pubchem.compound:16760425	drug
pubchem.compound:3034010	drug
pubchem.compound:118161062	drug
CHEMBL:CHEMBL4297778	drug
pubchem.compound:446541	drug
pubchem.compound:5070	drug
CHEMBL:CHEMBL2107862	drug
pubchem.compound:91618104	drug
pubchem.compound:10184665	drug
pubchem.compound:40973	drug
pubchem.compound:65866	drug
CHEMBL:CHEMBL4297551	drug
pubchem.compound:159603	drug
pubchem.compound:216326	drug
pubchem.compound:2726	drug
pubchem.compound:10224267	drug
CHEMBL:CHEMBL4802221	drug
pubchem.compound:5362376	drug
pubchem.compound:36811	drug
pubchem.compound:3964	drug
pubchem.compound:53232	drug
CHEMBL:CHEMBL2109065	drug
pubchem.compound:131634231	drug
pubchem.compound:5419	drug
pubchem.compound:4679	drug
pubchem.compound:50225	drug
pubchem.compound:60835	drug
pubchem.compound:148201	drug
CHEMBL:CHEMBL3301581	drug
pubchem.compound:138713709	drug
pubchem.compound:9828911	drug
pubchem.compound:24749700	drug
pubchem.compound:9811353	drug
pubchem.compound:23652731	drug
pubchem.compound:19371515	drug
pubchem.compound:59774	drug
pubchem.compound:2431	drug
pubchem.compound:107782	drug
CHEMBL:CHEMBL3707325	drug
pubchem.compound:54676228	drug
pubchem.compound:11450633	drug
CHEMBL:CHEMBL1743081	drug
pubchem.compound:656630	drug
pubchem.compound:6918486	drug
pubchem.compound:10182969	drug
pubchem.compound:54841	drug
CHEMBL:CHEMBL2364652	drug
pubchem.compound:134018	drug
pubchem.compound:151194	drug
pubchem.compound:71544786	drug
pubchem.compound:6100	drug
pubchem.compound:5735	drug
pubchem.compound:10161381	drug
pubchem.compound:60496	drug
CHEMBL:CHEMBL3545168	drug
pubchem.compound:71600085	drug
pubchem.compound:5356	drug
pubchem.compound:6215	drug
CHEMBL:CHEMBL2108427	drug
pubchem.compound:6918223	drug
pubchem.compound:5464092	drug
CHEMBL:CHEMBL1201581	drug
pubchem.compound:444020	drug
pubchem.compound:49831411	drug
pubchem.compound:5282138	drug
pubchem.compound:5743	drug
pubchem.compound:9854489	drug
pubchem.compound:1986	drug
pubchem.compound:26987	drug
pubchem.compound:1254	drug
CHEMBL:CHEMBL1201577	drug
pubchem.compound:9843750	drug
pubchem.compound:439302	drug
pubchem.compound:49846579	drug
pubchem.compound:150311	drug
pubchem.compound:2733	drug
pubchem.compound:9955977	drug
CHEMBL:CHEMBL4297770	drug
pubchem.compound:443879	drug
pubchem.compound:5311027	drug
pubchem.compound:16720766	drug
pubchem.compound:5280793	drug
pubchem.compound:30928	drug
pubchem.compound:5339	drug
pubchem.compound:23650961	drug
pubchem.compound:5311304	drug
CHEMBL:CHEMBL4297864	drug
pubchem.compound:66653479	drug
pubchem.compound:2366	drug
pubchem.compound:46926350	drug
CHEMBL:CHEMBL2108678	drug
pubchem.compound:5546	drug
pubchem.compound:25181577	drug
pubchem.compound:2733525	drug
pubchem.compound:2244	drug
CHEMBL:CHEMBL3707357	drug
pubchem.compound:2435	drug
pubchem.compound:66558664	drug
pubchem.compound:2265	drug
pubchem.compound:4932	drug
pubchem.compound:119584	drug
pubchem.compound:68844	drug
pubchem.compound:3410	drug
pubchem.compound:4746	drug
pubchem.compound:3059	drug
pubchem.compound:11683	drug
pubchem.compound:644077	drug
CHEMBL:CHEMBL4297879	drug
pubchem.compound:12714644	drug
pubchem.compound:11962412	drug
CHEMBL:CHEMBL1789844	drug
pubchem.compound:638793	drug
pubchem.compound:2811	drug
pubchem.compound:6918081	drug
pubchem.compound:28417	drug
pubchem.compound:444025	drug
pubchem.compound:44146842	drug
CHEMBL:CHEMBL1743085	drug
pubchem.compound:63016	drug
pubchem.compound:23663413	drug
CHEMBL:CHEMBL1201513	drug
pubchem.compound:42890	drug
pubchem.compound:5426	drug
CHEMBL:CHEMBL1743062	drug
pubchem.compound:3678	drug
pubchem.compound:92786	drug
CHEMBL:CHEMBL1201564	drug
pubchem.compound:25062766	drug
pubchem.compound:3356	drug
pubchem.compound:5556	drug
pubchem.compound:6167	drug
pubchem.compound:134156377	drug
pubchem.compound:73417116	drug
pubchem.compound:54679224	drug
pubchem.compound:148123	drug
CHEMBL:CHEMBL2108738	drug
CHEMBL:CHEMBL2109433	drug
pubchem.compound:11354606	drug
pubchem.compound:23642301	drug
pubchem.compound:51039094	drug
CHEMBL:CHEMBL4297779	drug
pubchem.compound:439693	drug
pubchem.compound:11597697	drug
pubchem.compound:65478	drug
pubchem.compound:60860	drug
pubchem.compound:24780598	drug
pubchem.compound:4912	drug
CHEMBL:CHEMBL2107884	drug
CHEMBL:CHEMBL3137353	drug
CHEMBL:CHEMBL502835	drug
pubchem.compound:54454	drug
pubchem.compound:134821691	drug
pubchem.compound:53465279	drug
pubchem.compound:9926832	drug
pubchem.compound:5090	drug
CHEMBL:CHEMBL1743073	drug
pubchem.compound:58438464	drug
CHEMBL:CHEMBL3039545	drug
pubchem.compound:54670351	drug
pubchem.compound:60838	drug
pubchem.compound:5282451	drug
pubchem.compound:13791	drug
pubchem.compound:77991	drug
pubchem.compound:11751549	drug
pubchem.compound:5311065	drug
pubchem.compound:115237	drug
CHEMBL:CHEMBL2108404	drug
CHEMBL:CHEMBL1201823	drug
CHEMBL:CHEMBL4297828	drug
pubchem.compound:121448788	drug
pubchem.compound:91754527	drug
pubchem.compound:53359	drug
pubchem.compound:5878	drug
pubchem.compound:10479502	drug
pubchem.compound:4418	drug
pubchem.compound:60822	drug
pubchem.compound:16759173	drug
pubchem.compound:5362124	drug
pubchem.compound:2789	drug
CHEMBL:CHEMBL4297887	drug
CHEMBL:CHEMBL1743050	drug
CHEMBL:CHEMBL4650275	drug
pubchem.compound:5401	drug
pubchem.compound:2088	drug
pubchem.compound:3033	drug
pubchem.compound:9804938	drug
pubchem.compound:157917	drug
pubchem.compound:4456	drug
pubchem.compound:11552706	drug
pubchem.compound:124181541	drug
pubchem.compound:2746	drug
pubchem.compound:16051941	drug
CHEMBL:CHEMBL2108278	drug
pubchem.compound:11993702	drug
pubchem.compound:62920	drug
pubchem.compound:5910	drug
pubchem.compound:5284569	drug
pubchem.compound:3062316	drug
pubchem.compound:17755248	drug
pubchem.compound:11167602	drug
pubchem.compound:135413547	drug
CHEMBL:CHEMBL1201583	drug
CHEMBL:CHEMBL1201662	drug
pubchem.compound:28620	drug
CHEMBL:CHEMBL1743022	drug
pubchem.compound:441207	drug
CHEMBL:CHEMBL2108570	drug
pubchem.compound:4171	drug
pubchem.compound:25074887	drug
pubchem.compound:135564864	drug
pubchem.compound:70687254	drug
pubchem.compound:11462174	drug
pubchem.compound:121587	drug
pubchem.compound:44093	drug
pubchem.compound:5206	drug
pubchem.compound:49841217	drug
pubchem.compound:50992434	drug
pubchem.compound:45138527	drug
CHEMBL:CHEMBL4297841	drug
pubchem.compound:15130	drug
CHEMBL:CHEMBL2108359	drug
pubchem.compound:3000715	drug
pubchem.compound:118878093	drug
pubchem.compound:11954316	drug
pubchem.compound:72950888	drug
pubchem.compound:92974	drug
pubchem.compound:4100	drug
pubchem.compound:91971505	drug
CHEMBL:CHEMBL4297549	drug
pubchem.compound:9280	drug
pubchem.compound:33624	drug
pubchem.compound:2662	drug
pubchem.compound:46883536	drug
CHEMBL:CHEMBL2108508	drug
pubchem.compound:14675	drug
pubchem.compound:51263	drug
pubchem.compound:5282411	drug
pubchem.compound:11711522	drug
CHEMBL:CHEMBL4594618	drug
pubchem.compound:3345	drug
pubchem.compound:4906	drug
CHEMBL:CHEMBL5315126	drug
pubchem.compound:11442891	drug
pubchem.compound:49800010	drug
pubchem.compound:2249	drug
pubchem.compound:2678	drug
pubchem.compound:3386	drug
pubchem.compound:71717894	drug
pubchem.compound:6420057	drug
pubchem.compound:65825	drug
pubchem.compound:2800	drug
pubchem.compound:86567195	drug
pubchem.compound:5288320	drug
pubchem.compound:6450830	drug
GLT1D1	gene
SLC35G3	gene
CMAHP	gene
OLFM1	gene
C6orf226	gene
NMNAT1	gene
KIAA0513	gene
LINC00368	gene
IFNLR1	gene
LINC01549	gene
SHISA2	gene
BCO1	gene
SNTN	gene
TRAPPC3	gene
CNNM1	gene
ARSJ	gene
MYL10	gene
BECN1	gene
LINC00550	gene
SNHG12	gene
ZMAT5	gene
TES	gene
HK1	gene
GREM2	gene
HRH4	gene
DNAH5	gene
PGLYRP3	gene
TRPC5OS	gene
TIAM2	gene
ELP6	gene
LINC00635	gene
COX6B1	gene
PRSS12	gene
ARHGAP11A	gene
TMEM225	gene
MIEN1	gene
KRTAP5-4	gene
ARPC2	gene
ABCC6P1	gene
CXCL2	gene
FAM72A	gene
ROR1	gene
VTI1B	gene
KRT222	gene
LUADT1	gene
TMEM150B	gene
CD5L	gene
ERN2	gene
FHL2	gene
LRRC70	gene
GLB1L3	gene
LCE6A	gene
MRPL40	gene
GCH1	gene
RPSAP58	gene
ZNF829	gene
PIGX	gene
CYBB	gene
GP9	gene
CDH22	gene
GFPT2	gene
TRAF3IP2	gene
TRIM14	gene
NUDCD2	gene
SCRN1	gene
CASC6	gene
DRD5P2	gene
MTIF3	gene
LINC00102	gene
SLC37A4	gene
ATP2C2	gene
RELL1	gene
TRIM38	gene
BOLA3	gene
THBS2	gene
NR2F1	gene
FAM185A	gene
NTPCR	gene
SMIM4	gene
ANGPTL4	gene
SPAG7	gene
HDAC11	gene
PDE6A	gene
OR2AT4	gene
RIN2	gene
PCDH18	gene
GLB1L	gene
GAS2L3	gene
CABP4	gene
MARVELD2	gene
APOBEC3D	gene
TNFRSF11B	gene
HSD17B13	gene
HPSE	gene
PLA2G2A	gene
LINC00888	gene
UGDH	gene
ZCRB1	gene
PTPN13	gene
MAFF	gene
HELLS	gene
LRIT2	gene
LINC00305	gene
DPM3	gene
TRIM59	gene
NEK5	gene
TOMM5	gene
SLC35G4	gene
FAM138D	gene
HEPHL1	gene
CT45A1	gene
CDCA8	gene
CXorf65	gene
KANK4	gene
LINC01361	gene
FEZF2	gene
HELB	gene
ERRFI1	gene
HEXIM2	gene
FRZB	gene
LINC00615	gene
METTL21A	gene
SCUBE2	gene
ETV7	gene
NT5M	gene
GINS4	gene
OLIG1	gene
LRRC72	gene
ARHGEF9-IT1	gene
SERPINA1	gene
TIAM1	gene
COL19A1	gene
LINC00671	gene
OR13C2	gene
AIPL1	gene
FAM9B	gene
NTRK3	gene
SERTAD4	gene
GLIS3	gene
SSX1	gene
CTNNBIP1	gene
SLN	gene
CLPS	gene
C3orf14	gene
COX5B	gene
NSUN6	gene
MACROD1	gene
RAPGEF4	gene
DNAH8	gene
FOXL2NB	gene
SDR16C6P	gene
OR8S1	gene
NDUFAF2	gene
NKAIN4	gene
BTG3	gene
MRPS18C	gene
CASC20	gene
BRD2	gene
MPC2	gene
GEM	gene
PDZK1	gene
LINC01436	gene
COX7A1	gene
TRAPPC2B	gene
C5	gene
MRC1	gene
XYLT1	gene
UBL5	gene
LKAAEAR1	gene
FRMD4A	gene
PSMD14	gene
GABRE	gene
PDLIM7	gene
RASAL1	gene
HTR3C	gene
HSD3BP4	gene
CTH	gene
ARMC9	gene
CATSPERG	gene
TMIGD1	gene
PDGFC	gene
TMEM266	gene
NMBR	gene
SNAP91	gene
SLC4A8	gene
GDF15	gene
CCL26	gene
ZSWIM6	gene
HTRA4	gene
C1QTNF3	gene
ACER1	gene
PPP1R7	gene
PHLPP2	gene
PRG4	gene
ELK2AP	gene
ABCC13	gene
SCML4	gene
REG1A	gene
PCAT5	gene
NANOG	gene
CLDN1	gene
DCX	gene
GOLGA2P9	gene
POM121L8P	gene
FOXCUT	gene
R3HDM4	gene
PTGS2	gene
CXCL13	gene
B4GALT3	gene
BANF1	gene
EPGN	gene
RPS6KA6	gene
CDS1	gene
MTX2	gene
FAM106A	gene
CHRM4	gene
BCL2L11	gene
CEP126	gene
LINC00668	gene
NDUFC2-KCTD14	gene
CPT1A	gene
NDUFA13	gene
PTPRD	gene
MRPL47	gene
NDUFAF5	gene
PAGE1	gene
TPM1	gene
LINC01252	gene
TSEN15	gene
MORC1	gene
FOXG1	gene
PSMD4	gene
LINC00479	gene
GYPE	gene
PTGER3	gene
TFPI2	gene
CRYGB	gene
TDGF1P3	gene
LINC01276	gene
LINC00566	gene
PPIAL4C	gene
TLL1	gene
TMEM156	gene
SIPA1L1	gene
IFI30	gene
ST3GAL2	gene
ARL2-SNX15	gene
CCL2	gene
CORO7-PAM16	gene
TAC3	gene
NRXN1	gene
TENM2	gene
ELOVL6	gene
GYPB	gene
LINC00467	gene
SIK1	gene
TMC1	gene
SFXN5	gene
DRAIC	gene
UCHL3	gene
PGM2	gene
ZIM3	gene
COPS5	gene
PDCL3	gene
SRCIN1	gene
BOLA1	gene
APOF	gene
STRADB	gene
RYBP	gene
DNM1P35	gene
RFX2	gene
TPI1	gene
EFNA1	gene
TRPM3	gene
HTR3A	gene
FAM72D	gene
SERPINE1	gene
ITGAM	gene
LINC01180	gene
TM4SF1	gene
ESM1	gene
CRX	gene
TMEM236	gene
PSD3	gene
RAPGEF2	gene
MT1DP	gene
PLSCR1	gene
TMEM42	gene
SEMA4A	gene
MR1	gene
KLF11	gene
DNAJB13	gene
PCBP4	gene
C6	gene
DHRS4L2	gene
DHRS7	gene
EFNB2	gene
MRGPRE	gene
AHRR	gene
PHLDA2	gene
MCF2	gene
CHST8	gene
AK7	gene
REL	gene
TIMMDC1	gene
ZBP1	gene
RGL1	gene
GADD45B	gene
USP32P2	gene
HOXC5	gene
SNAPIN	gene
PSMC3	gene
TRIM31	gene
EPHA7	gene
NMUR2	gene
VGLL3	gene
ATF3	gene
TMEM213	gene
FANCB	gene
EMC4	gene
FIS1	gene
LINC01090	gene
TGIF2	gene
TEKT3	gene
DISC1-IT1	gene
PGA5	gene
NHSL1	gene
CKM	gene
TCEA3	gene
CACNA1C-IT3	gene
SLC38A1	gene
HINT1	gene
DLC1	gene
LINC01122	gene
GINS2	gene
UBA3	gene
SOD1	gene
GYG2	gene
NRXN3	gene
SLC6A4	gene
ZC3H12B	gene
LEPR	gene
TROAP	gene
NAV3	gene
COQ2	gene
CYP2B6	gene
UQCRHL	gene
GOLGA8F	gene
TRPC1	gene
ERCC1	gene
EIF4A3	gene
PGK1	gene
BRS3	gene
ENDOU	gene
RND1	gene
KLHL15	gene
DOCK10	gene
KIAA0040	gene
RPS23	gene
TREML3P	gene
OR2V2	gene
AXDND1	gene
DCAF4L2	gene
NDUFB9	gene
ZAN	gene
ELF4	gene
ANAPC11	gene
BANCR	gene
HOXB5	gene
SHH	gene
OR10Q1	gene
OAS1	gene
PISRT1	gene
LINC00710	gene
LINC01410	gene
KLF7	gene
SSU72	gene
RECK	gene
ULBP3	gene
BCAS1	gene
UBE2D2	gene
DLX3	gene
RIIAD1	gene
HNRNPKP3	gene
LINC01320	gene
C1orf87	gene
NDUFA3	gene
RPGRIP1	gene
FBN1	gene
TFDP3	gene
REM2	gene
RAB27A	gene
LYPD4	gene
TBCB	gene
CYP27C1	gene
PLXNA4	gene
HEPACAM	gene
LY9	gene
CMC2	gene
RNASE10	gene
CHL1	gene
COX8A	gene
CLDN19	gene
CALCB	gene
LHFPL4	gene
LINC01441	gene
CCDC144CP	gene
LSM10	gene
LINC01241	gene
COX6C	gene
TMTC4	gene
SERF2	gene
NCMAP	gene
PXDNL	gene
ADAMTS1	gene
COX17	gene
CDR2	gene
SOX9	gene
MCTP1	gene
HAX1	gene
FOXO1	gene
FUNDC2P2	gene
BMPR1B	gene
HCG22	gene
OR2A9P	gene
DISC1	gene
OR5W2	gene
LIPE	gene
SNX21	gene
BEND2	gene
GADD45G	gene
CHCHD10	gene
LINC01036	gene
RTN4IP1	gene
INHBA	gene
LAMTOR5	gene
TPM3	gene
NDFIP2	gene
DLX6	gene
LINC01565	gene
TRIM64	gene
MRPL37	gene
CGA	gene
SLC9A1	gene
LINC00551	gene
LINC01492	gene
UGGT2	gene
FAM138B	gene
SLC15A1	gene
TRIM16L	gene
TRIM64B	gene
AOX1	gene
RPS10P7	gene
SNAI3	gene
EDIL3	gene
SAXO1	gene
S100B	gene
PVALB	gene
NOMO3	gene
TXLNG	gene
TTC23L	gene
SSNA1	gene
SLC25A26	gene
JMJD1C	gene
RPS29	gene
CMC4	gene
RIMS2	gene
PAQR5	gene
CACYBP	gene
ADAMTS5	gene
APOL4	gene
DBNDD1	gene
AP1S3	gene
ENO4	gene
RTP1	gene
ATP8B1	gene
CACNB2	gene
MID1IP1	gene
APOBEC2	gene
GPC6	gene
BUB1B	gene
DEFB105B	gene
ANGPT2	gene
MGAM2	gene
ATP23	gene
PPM1D	gene
RFX4	gene
CTSV	gene
CYLC2	gene
CDH19	gene
CYP2B7P	gene
LSM1	gene
REPS2	gene
TNFSF9	gene
NAP1L3	gene
MIR3663HG	gene
LGSN	gene
ZNF280C	gene
ACKR2	gene
MYOF	gene
TMEM147	gene
MERTK	gene
MS4A10	gene
SIK2	gene
TRIM49B	gene
ZC3H12A	gene
TPTE2P3	gene
TPI1P2	gene
LINC01209	gene
KERA	gene
ARAP2	gene
CT45A3	gene
ZNF331	gene
ZSWIM7	gene
CCDC124	gene
HSPH1	gene
CA5A	gene
SLC9A2	gene
SLC2A1	gene
CD3G	gene
CABP7	gene
PSMB10	gene
MID1	gene
FMOD	gene
LINC01516	gene
PHOX2B	gene
POLR3K	gene
UBB	gene
OR11A1	gene
LINC00486	gene
PWRN2	gene
CCHCR1	gene
CENPE	gene
ABCA1	gene
KIAA0930	gene
LINC01483	gene
LINC01233	gene
WNK3	gene
NDUFA1	gene
ZNF735	gene
LMO2	gene
LRRTM4	gene
FIBP	gene
CRLF1	gene
TRIM71	gene
LINC00426	gene
FSTL5	gene
SEMA3E	gene
GAB3	gene
UQCRBP1	gene
TMEM251	gene
MIR202HG	gene
ANKS4B	gene
CLEC1B	gene
NME1-NME2	gene
SFTPB	gene
LINC01514	gene
SEMA3D	gene
OR7E156P	gene
SPAG11B	gene
SSX4	gene
CDC20B	gene
CARS2	gene
PEG10	gene
PPIAL4A	gene
IL6	gene
COBLL1	gene
SLC35F2	gene
PKHD1L1	gene
LINC00836	gene
LINC00844	gene
NDRG4	gene
DCUN1D3	gene
PSENEN	gene
CBWD5	gene
FNDC5	gene
NDUFB10	gene
LINC01133	gene
LINC00330	gene
CWH43	gene
HSPA7	gene
LINC00911	gene
AKR1D1	gene
EMC7	gene
BCL11B	gene
GABRG2	gene
PAG1	gene
TIMM13	gene
VMO1	gene
DANT2	gene
ADNP2	gene
PAIP1	gene
AKR1C3	gene
FAHD1	gene
TNIP3	gene
LEP	gene
TRIM49C	gene
LY6G6F	gene
ZNF511	gene
YBX3P1	gene
ITPRIP	gene
AMPH	gene
CCDC69	gene
NT5E	gene
GPD1	gene
PNPLA1	gene
PDPR	gene
GSTK1	gene
CFAP206	gene
VASH2	gene
EFHC2	gene
CCL11	gene
C11orf98	gene
SV2C	gene
BEX2	gene
ZBTB21	gene
SLC20A1	gene
ARRDC5	gene
SHROOM3	gene
KRT9	gene
CCL22	gene
MRPL11	gene
MS4A2	gene
ACER3	gene
TPTE2P1	gene
CD14	gene
OR4N3P	gene
SFRP5	gene
NARF	gene
DYNC2H1	gene
COX4I1	gene
SPC25	gene
SPEM1	gene
APOC4	gene
EIF2AK1	gene
NCOA7	gene
DUXA	gene
C1orf53	gene
C3orf18	gene
ARL6IP1	gene
NHLH1	gene
ZNF611	gene
AGMAT	gene
LINC01221	gene
TNFRSF9	gene
LINC01568	gene
LYVE1	gene
TMCO2	gene
DNAJC19	gene
CCL19	gene
LINC01504	gene
PAM16	gene
DGCR6	gene
GYPC	gene
MAP1LC3C	gene
TM2D1	gene
HAS2	gene
CDKN2AIPNL	gene
BAD	gene
LINC00632	gene
SOX4	gene
GAPDH	gene
HCAR1	gene
ABCB1	gene
TMEM217	gene
SOX1	gene
SNHG6	gene
LINC01563	gene
SNRNP27	gene
SIRT1	gene
NXF1	gene
CPS1	gene
MBD3L3	gene
SAMD12	gene
TCAF2	gene
ITGAE	gene
RPL21P28	gene
CCL16	gene
MNAT1	gene
PAPPA	gene
MARVELD3	gene
SH2D6	gene
OTOA	gene
SLC7A14	gene
IQUB	gene
LINC01288	gene
POM121L9P	gene
C12orf42	gene
CXCL3	gene
INSC	gene
NRG1-IT1	gene
CASC17	gene
CDC26	gene
OIT3	gene
IRX3	gene
SLC2A3	gene
TACR1	gene
FFAR4	gene
TRIM29	gene
TRIM51	gene
TBX5	gene
JTB	gene
SAMD7	gene
SPACA4	gene
SPATA42	gene
C4orf3	gene
NDUFC2	gene
CD226	gene
ECM1	gene
SCNN1G	gene
LMO1	gene
LILRB4	gene
NDUFB6	gene
PLK2	gene
TIMM17B	gene
TUFT1	gene
NPIPB6	gene
TAF13	gene
RPS14	gene
EFNA2	gene
GLRX3	gene
MRPL21	gene
CRIP3	gene
MON1A	gene
CYP1A2	gene
POTEJ	gene
POTEE	gene
DYDC1	gene
GUCY2F	gene
SEZ6L	gene
LDLR	gene
FRG2	gene
RPL37A	gene
DSEL	gene
IER5L	gene
RPL23A	gene
PLCXD3	gene
PPP1R1B	gene
ZNF483	gene
LINC01192	gene
ATPAF1	gene
KCNQ4	gene
NPAS4	gene
PET100	gene
NLGN1	gene
PGC	gene
LCN12	gene
FXYD5	gene
GIPR	gene
BARX2	gene
APOBEC3H	gene
FAM171B	gene
PLAU	gene
ABCG2	gene
PABPC1L	gene
CGN	gene
CNTNAP2	gene
SMKR1	gene
SRPX2	gene
ARC	gene
LINC00449	gene
SLC35G2	gene
APOC4-APOC2	gene
MC5R	gene
HIGD2B	gene
MYO1H	gene
FAM78A	gene
OR2H2	gene
FAAP24	gene
BTBD6	gene
TNFAIP3	gene
NDUFB8	gene
EZH2	gene
CYP2C18	gene
PTPRF	gene
C9	gene
XG	gene
NUGGC	gene
CTAGE1	gene
CEACAM22P	gene
LINC01284	gene
DSC2	gene
NCAPH	gene
VAMP5	gene
CT45A8	gene
DHRS4L1	gene
E2F2	gene
NCK2	gene
IRGC	gene
ESPL1	gene
SHISA9	gene
CXCL8	gene
THSD7A	gene
CD44	gene
TOM1	gene
ERC2-IT1	gene
CA8	gene
NENF	gene
AKR1B1	gene
SLIRP	gene
TRIM49D2	gene
ELMO1	gene
ANGPTL5	gene
INTS6L	gene
MRPL24	gene
LINC01531	gene
ENPP2	gene
RRAGD	gene
COX14	gene
SMDT1	gene
S100A8	gene
MIR31HG	gene
MRPS15	gene
TEX38	gene
SPATA5	gene
FAM183A	gene
TIMM10	gene
CBWD6	gene
SKA1	gene
DSCAM-IT1	gene
KNTC1	gene
UCHL1	gene
NDUFB1	gene
AK1	gene
FOXL2	gene
NDUFA4	gene
S1PR2	gene
ATP1B3	gene
RYR2	gene
FGF21	gene
VN1R10P	gene
ADRA2A	gene
RGS14	gene
SPATA3	gene
RPL21	gene
CACNA2D4	gene
MEX3B	gene
TMEM205	gene
PGA4	gene
GATA2	gene
MRPL15	gene
SFPQ	gene
ADGRD1	gene
FIRRE	gene
MIR5689HG	gene
CT45A2	gene
CEP152	gene
STBD1	gene
CALML5	gene
GDF9	gene
RASA4	gene
PTGER4	gene
VAV3	gene
BCAT1	gene
TMEM169	gene
F13B	gene
KRTAP6-3	gene
GCM1	gene
TGFBR3	gene
LINC00906	gene
CUBN	gene
GTF3A	gene
ABTB2	gene
SMIM10L1	gene
EFHB	gene
LINC01206	gene
OPN1LW	gene
PIGR	gene
SSX4B	gene
ISCA2	gene
QPCT	gene
SND1-IT1	gene
SSX2	gene
ANGPTL7	gene
CHCHD3	gene
SCN4B	gene
SYK	gene
CDRT7	gene
TRPM5	gene
IER3	gene
ICAM1	gene
FCGR1A	gene
ZNF716	gene
MRPL18	gene
PARK7	gene
PCK1	gene
CWC15	gene
PLEKHA5	gene
SLC7A11	gene
DZANK1	gene
CCL28	gene
LINC00880	gene
SRGAP1	gene
DPP4	gene
TFAP2D	gene
SERPINB8	gene
RDH14	gene
RGS2	gene
SERF1B	gene
OIP5	gene
ELL2	gene
HAO1	gene
GOLGA8G	gene
KIAA0087	gene
MAPKAP1	gene
EPHA3	gene
RUNX2	gene
FASN	gene
MAP6D1	gene
HOMER1	gene
LINC01397	gene
LINC01053	gene
DAAM2	gene
CBWD3	gene
CLDN11	gene
LINC00243	gene
BMP6	gene
CCDC192	gene
CD109	gene
SUCNR1	gene
COCH	gene
LDHA	gene
LINC01216	gene
GCG	gene
TMPRSS9	gene
FCGR2C	gene
AP1B1P1	gene
BTK	gene
MSR1	gene
KDM8	gene
MYEF2	gene
LINC01493	gene
SCN3B	gene
